,geo,TIME_PERIOD,CPI,Immigrants,Life Satisfaction,OBS_VALUE,Housing Index,GDP,emigration,unemployment,total_deaths,Exports,Imports
0,Albania,2016,101.51,,,2876092.0,,10719.9,,,21388.0,,
1,Albania,2017,104.76,,,2873458.0,,11559.0,,,22232.0,,
2,Albania,2018,106.59,,5.5,2866376.0,,12828.1,,,21804.0,,
3,Albania,2019,108.39,,,2854191.0,,13754.2,,,21937.0,,
4,Albania,2020,110.74,,,2837848.0,,13310.4,,,27605.0,,
5,Albania,2021,113.26,,5.7,2811667.0,,15157.4,,,30507.0,,
6,Albania,2022,120.69,,,2777689.0,,17972.3,,,23998.0,,
7,Austria,1996,71.77,,,7959017.0,,186968.1,,,80790.0,,
8,Austria,1997,72.61,,,7968041.0,,187853.7,,,79432.0,,
9,Austria,1998,73.2,72723.0,,7976789.0,,195011.9,,,78339.0,,
10,Austria,1999,73.58,86710.0,,7992324.0,,203850.6,,,78200.0,,
11,Austria,2000,75.02,81675.0,,8011566.0,,213606.5,,,76780.0,,
12,Austria,2001,76.74,89928.0,,8042293.0,,220525.1,,,74767.0,,
13,Austria,2002,78.04,108125.0,,8081957.0,,226735.2,,,76131.0,,
14,Austria,2003,79.05,111869.0,,8121423.0,,231862.5,,,77209.0,,
15,Austria,2004,80.6,122547.0,,8171966.0,,242348.3,,,74292.0,,
16,Austria,2005,82.3,114465.0,,8227829.0,,254075.0,,,75189.0,,
17,Austria,2006,83.69,98535.0,,8268641.0,,267824.5,,,74295.0,,
18,Austria,2007,85.53,72862.0,,8295487.0,,283978.0,,,74625.0,,
19,Austria,2008,88.29,73772.0,,8321496.0,,293761.9,,,75083.0,,
20,Austria,2009,88.64,69295.0,,8343323.0,,288044.0,,,77381.0,,
21,Austria,2010,90.14,70978.0,,8363404.0,76.8,295896.6,51651.0,,77199.0,,
22,Austria,2011,93.35,82230.0,,8391643.0,81.6,310128.7,51197.0,3.3,76479.0,127462.4,137512.5
23,Austria,2012,95.75,91557.0,,8429991.0,87.57,318653.0,51812.0,3.5,79436.0,129678.5,138942.4
24,Austria,2013,97.77,101866.0,7.8,8479823.0,92.1,323910.2,54071.0,3.8,79526.0,131884.6,137999.8
25,Austria,2014,99.2,116262.0,,8546356.0,95.33,333146.1,53491.0,4.0,78252.0,134172.5,137001.2
26,Austria,2015,100.0,166323.0,,8642699.0,100.0,344269.2,56689.0,4.1,83073.0,137756.8,140699.2
27,Austria,2016,100.97,129509.0,,8736668.0,108.53,357608.0,64428.0,4.4,80669.0,137409.9,142511.9
28,Austria,2017,103.22,111801.0,,8797566.0,114.26,369361.9,66144.0,4.0,83270.0,148756.4,155576.3
29,Austria,2018,105.41,105633.0,8.0,8840521.0,119.64,385274.1,67212.0,3.6,83975.0,156428.8,164007.6
30,Austria,2019,106.98,109167.0,,8879920.0,126.6,397147.2,68280.0,3.3,83386.0,159588.5,165008.3
31,Austria,2020,108.47,103565.0,,8916864.0,136.31,380888.5,62581.0,4.1,91599.0,148288.0,150934.7
32,Austria,2021,111.46,118511.0,8.0,8955797.0,153.26,405241.4,67299.0,4.2,91962.0,171541.2,185732.3
33,Austria,2022,121.07,,7.9,9041851.0,170.77,447217.6,,3.3,93332.0,201398.4,221991.8
34,Belgium,1996,70.48,,,10156637.0,,219965.3,,,104275.0,,
35,Belgium,1997,71.54,,,10181245.0,,223032.7,,,103851.0,,
36,Belgium,1998,72.18,83812.0,,10203008.0,,231015.7,,,104583.0,,
37,Belgium,1999,73.0,91624.0,,10226419.0,,242307.6,,,104904.0,,
38,Belgium,2000,74.96,89388.0,,10251250.0,,256376.4,,,104903.0,,
39,Belgium,2001,76.78,110410.0,,10286570.0,,264334.9,,,103447.0,,
40,Belgium,2002,77.97,113857.0,,10332785.0,,273255.9,,,105642.0,,
41,Belgium,2003,79.16,112060.0,,10376133.0,,281200.2,,,107039.0,,
42,Belgium,2004,80.63,117236.0,,10421137.0,,296819.7,,,101256.0,,
43,Belgium,2005,82.67,132810.0,,10478617.0,72.49,310037.6,,,103278.0,,
44,Belgium,2006,84.6,137699.0,,10547958.0,79.56,325151.5,,,101587.0,,
45,Belgium,2007,86.13,146409.0,,10625700.0,85.76,343618.9,,,100658.0,,
46,Belgium,2008,90.0,,,10709973.0,89.54,351743.1,,,104587.0,,
47,Belgium,2009,89.99,,,10796493.0,89.12,346472.8,,,103854.0,,
48,Belgium,2010,92.09,135281.0,,10895586.0,91.92,363140.1,66013.0,,105152.0,,
49,Belgium,2011,95.18,147377.0,,11038264.0,95.61,375967.8,84148.0,4.3,104292.0,341718.2,335447.4
50,Belgium,2012,97.68,129477.0,,11106932.0,97.75,386174.7,93600.0,4.6,109076.0,347088.6,341787.5
51,Belgium,2013,98.9,120078.0,7.6,11159407.0,98.9,392880.0,102657.0,5.1,109334.0,352955.7,340092.9
52,Belgium,2014,99.38,123158.0,,11209057.0,98.35,403003.3,94573.0,5.2,104755.0,355287.7,341426.8
53,Belgium,2015,100.0,146626.0,,11274196.0,100.0,416701.4,89794.0,5.2,110541.0,357771.8,338569.8
54,Belgium,2016,101.77,123702.0,,11331422.0,102.64,430085.3,92471.0,4.7,108097.0,359757.3,342831.4
55,Belgium,2017,104.03,126703.0,,11375158.0,106.37,445050.1,89690.0,4.3,109666.0,380590.4,362585.6
56,Belgium,2018,106.44,137860.0,7.6,11427054.0,109.42,460050.8,88935.0,3.6,110693.0,396270.0,385355.1
57,Belgium,2019,107.77,150006.0,,11488980.0,113.78,478676.2,102936.0,3.3,108783.0,399155.1,383017.1
58,Belgium,2020,108.23,118683.0,,11538604.0,118.6,460747.7,76562.0,3.4,126896.0,369249.8,348398.6
59,Belgium,2021,111.71,139743.0,7.5,11586195.0,127.06,507929.6,87272.0,3.8,112331.0,465012.8,446827.8
60,Belgium,2022,123.26,,7.6,11685814.0,134.19,554044.3,,3.4,116424.0,606450.7,588732.3
61,Bulgaria,1997,40.27,,,8312068.0,,10064.7,,,121861.0,,
62,Bulgaria,1998,47.79,,,8256786.0,,13437.6,,,118190.0,,
63,Bulgaria,1999,49.02,,,8210624.0,,12804.4,,,111786.0,,
64,Bulgaria,2000,54.08,,,8170172.0,,14440.0,,,115087.0,,
65,Bulgaria,2001,58.06,,,8009142.0,,15905.3,,,112368.0,,
66,Bulgaria,2002,61.44,,,7837161.0,,17478.3,,,112617.0,,
67,Bulgaria,2003,62.88,,,7775327.0,,18798.3,,,111927.0,,
68,Bulgaria,2004,66.75,,,7716860.0,,21093.2,,,110110.0,,
69,Bulgaria,2005,70.78,,,7658972.0,80.09,24039.9,,,113374.0,,
70,Bulgaria,2006,76.02,,,7601022.0,91.86,27410.0,,,113438.0,,
71,Bulgaria,2007,81.78,1561.0,,7545338.0,118.42,32464.7,,,113004.0,,
72,Bulgaria,2008,91.55,,,7492561.0,147.97,37246.7,,,110523.0,,
73,Bulgaria,2009,93.81,,,7444443.0,117.79,37417.7,,,108068.0,,
74,Bulgaria,2010,96.66,,,7395599.0,105.81,38290.0,,,110165.0,,
75,Bulgaria,2011,99.94,,,7348328.0,99.98,41479.9,,7.1,108258.0,20264.6,23406.5
76,Bulgaria,2012,102.33,14103.0,,7305888.0,98.07,42255.3,16615.0,7.8,109281.0,20770.5,25459.5
77,Bulgaria,2013,102.72,18570.0,4.8,7265115.0,95.92,42056.2,19678.0,8.3,104345.0,22271.8,25828.5
78,Bulgaria,2014,101.08,26615.0,,7223938.0,97.29,43024.7,28727.0,7.4,108952.0,22043.6,26118.3
79,Bulgaria,2015,100.0,25223.0,,7177991.0,100.0,45797.8,29470.0,6.1,110117.0,22877.6,26346.8
80,Bulgaria,2016,98.68,21241.0,,7127822.0,107.02,48752.1,30570.0,5.1,107580.0,24021.8,26158.7
81,Bulgaria,2017,99.85,25597.0,,7075947.0,116.3,52501.8,31586.0,4.4,109791.0,27779.9,30213.2
82,Bulgaria,2018,102.48,29559.0,5.4,7025037.0,123.96,56199.8,33225.0,3.8,108526.0,28495.9,32083.5
83,Bulgaria,2019,104.99,37929.0,,6975761.0,131.42,61530.8,39941.0,3.3,108083.0,29788.7,33650.3
84,Bulgaria,2020,106.27,37364.0,,6934015.0,137.41,61607.7,6649.0,3.8,124735.0,27966.9,30648.8
85,Bulgaria,2021,109.3,39461.0,5.7,6877743.0,149.33,71060.1,26755.0,3.3,148995.0,34822.3,39128.1
86,Bulgaria,2022,123.52,,5.6,6465097.0,169.92,85800.7,,2.7,118814.0,47508.8,55175.8
87,Switzerland,2005,97.43,118270.0,,7437115.0,,336400.1,,,61124.0,,
88,Switzerland,2006,98.4,127586.0,,7483934.0,,352038.6,,,60283.0,,
89,Switzerland,2007,99.17,165634.0,,7551117.0,,358607.9,,,61089.0,,
90,Switzerland,2008,101.51,,,7647675.0,,387052.9,,,61233.0,,
91,Switzerland,2009,100.77,,,7743831.0,,399363.6,,,62476.0,,
92,Switzerland,2010,101.39,,,7824909.0,,452470.6,96839.0,,62649.0,,
93,Switzerland,2011,101.49,148799.0,,7912398.0,,515770.5,96494.0,3.3,62091.0,,
94,Switzerland,2012,100.76,149051.0,,7996861.0,,534012.8,103881.0,3.3,64173.0,,
95,Switzerland,2013,100.83,160157.0,8.0,8089346.0,,531729.1,106196.0,3.5,64961.0,,
96,Switzerland,2014,100.84,156282.0,,8188649.0,,548014.5,111103.0,3.6,63938.0,,
97,Switzerland,2015,100.0,153627.0,,8282396.0,,625532.7,116631.0,3.6,67606.0,,
98,Switzerland,2016,99.47,149305.0,,8373338.0,,621765.1,120653.0,3.7,64964.0,,
99,Switzerland,2017,100.11,143377.0,,8451840.0,,615776.3,124997.0,3.7,66971.0,,
100,Switzerland,2018,101.03,144857.0,8.0,8514329.0,,614304.4,130225.0,3.6,67088.0,,
101,Switzerland,2019,101.41,145129.0,,8575280.0,,644443.2,126221.0,3.4,67780.0,,
102,Switzerland,2020,100.56,138778.0,,8638167.0,,650742.6,109376.0,3.7,76195.0,,
103,Switzerland,2021,101.04,144907.0,7.9,8704546.0,,687568.4,116769.0,3.9,71192.0,,
104,Switzerland,2022,103.74,,8.0,8775760.0,,777804.6,,3.2,74425.0,,
105,Cyprus,1996,66.81,,,661323.0,,7890.1,,,4958.0,,
106,Cyprus,1997,69.02,,,670764.0,,8414.3,,,5173.0,,
107,Cyprus,1998,70.63,8801.0,,679039.0,,9152.6,,,5432.0,,
108,Cyprus,1999,71.44,8524.0,,686680.0,,9839.7,,,5070.0,,
109,Cyprus,2000,74.91,12764.0,,694023.0,,10804.6,,,5355.0,,
110,Cyprus,2001,76.4,17485.0,,701544.0,,11602.9,,,4827.0,,
111,Cyprus,2002,78.53,6940.0,,709630.0,,12082.9,,,5168.0,,
112,Cyprus,2003,81.65,7981.0,,718307.0,,12871.3,,,5200.0,,
113,Cyprus,2004,83.2,9003.0,,727980.0,,13938.0,,,5225.0,,
114,Cyprus,2005,84.88,10320.0,,738540.0,97.06,15039.3,,,5425.0,,
115,Cyprus,2006,86.79,13077.0,,750965.0,108.57,16263.8,,,5127.0,,
116,Cyprus,2007,88.67,19328.0,,767125.0,121.32,17591.0,,,5391.0,,
117,Cyprus,2008,92.55,21060.0,,786632.0,128.17,19009.6,,,5194.0,,
118,Cyprus,2009,92.71,22581.0,,808035.0,119.76,18675.5,,,5182.0,,
119,Cyprus,2010,95.09,20206.0,,829446.0,112.9,19461.1,4293.0,,5103.0,,
120,Cyprus,2011,98.4,23037.0,,850881.0,111.09,19858.1,4895.0,5.3,5504.0,1306.0,6233.9
121,Cyprus,2012,101.45,17476.0,,863945.0,107.7,19495.4,18105.0,8.0,5665.0,1354.1,5678.4
122,Cyprus,2013,101.84,13149.0,6.2,861939.0,103.29,18040.3,25227.0,10.7,5141.0,1520.4,4754.0
123,Cyprus,2014,101.57,9212.0,,852504.0,101.47,17482.8,24038.0,11.0,5424.0,2373.6,6015.1
124,Cyprus,2015,100.0,15183.0,,847664.0,100.0,17944.2,17183.0,10.0,5859.0,2960.8,6338.4
125,Cyprus,2016,98.78,17391.0,,851561.0,100.27,19013.8,14892.0,8.6,5471.0,2680.6,7077.1
126,Cyprus,2017,99.45,21306.0,,859519.0,102.52,20312.4,15105.0,7.4,5996.0,2904.4,8149.1
127,Cyprus,2018,100.23,23442.0,7.1,870068.0,104.32,21675.1,15340.0,5.7,5768.0,4251.7,9166.4
128,Cyprus,2019,100.78,26170.0,,881952.0,108.2,23177.9,17373.0,4.9,6239.0,3079.0,8151.3
129,Cyprus,2020,99.67,25861.0,,892006.0,107.98,22086.6,21368.0,5.2,6422.0,2696.9,7657.7
130,Cyprus,2021,101.92,24001.0,6.8,900356.0,104.33,24927.6,18410.0,5.2,7202.0,3316.5,8797.9
131,Cyprus,2022,110.17,,7.2,912703.0,107.71,27777.0,,4.8,7255.0,4154.9,11610.4
132,Czechia,1996,58.8,,,10315241.0,,53088.1,,,112782.0,,
133,Czechia,1997,63.6,,,10304131.0,,54857.3,,,112744.0,,
134,Czechia,1998,69.7,,,10294373.0,,59824.8,,,109527.0,,
135,Czechia,1999,71.0,,,10283860.0,,61082.9,,,109768.0,,
136,Czechia,2000,73.8,,,10255063.0,,67032.5,,,109001.0,,
137,Czechia,2001,77.1,12918.0,,10216605.0,,75705.2,,,107755.0,,
138,Czechia,2002,78.2,44679.0,,10196916.0,,87358.2,,,108243.0,,
139,Czechia,2003,78.2,60015.0,,10193998.0,,88659.5,,,111288.0,,
140,Czechia,2004,80.2,53453.0,,10197101.0,,96554.1,,,107177.0,,
141,Czechia,2005,81.5,60294.0,,10211216.0,,110321.7,,,107938.0,,
142,Czechia,2006,83.2,68183.0,,10238905.0,,124581.2,,,104441.0,,
143,Czechia,2007,85.6,104445.0,,10298828.0,,139002.1,,,104636.0,,
144,Czechia,2008,91.0,108267.0,,10384603.0,100.8,162064.5,,,104948.0,,
145,Czechia,2009,91.5,75620.0,,10443936.0,96.9,149586.5,,,107421.0,,
146,Czechia,2010,92.6,48317.0,,10474410.0,95.2,157920.8,61069.0,,106844.0,,
147,Czechia,2011,94.6,27114.0,,10496088.0,95.3,165202.2,55910.0,4.2,106848.0,117054.1,109285.3
148,Czechia,2012,98.0,34337.0,,10510785.0,93.9,162587.5,46106.0,4.4,108189.0,122230.0,110065.6
149,Czechia,2013,99.3,30124.0,6.9,10514272.0,93.9,159461.5,25894.0,4.5,109160.0,122185.1,108620.9
150,Czechia,2014,99.8,29897.0,,10525347.0,96.2,157821.3,28468.0,3.9,105665.0,131798.9,116202.6
151,Czechia,2015,100.0,29602.0,,10546059.0,100.0,169558.2,25684.0,3.3,111173.0,142364.1,127481.3
152,Czechia,2016,100.7,64083.0,,10566332.0,107.2,177438.5,38864.0,2.6,107750.0,146979.0,129268.1
153,Czechia,2017,103.1,51847.0,,10594438.0,119.7,194132.9,27316.0,1.9,111443.0,161213.9,144482.7
154,Czechia,2018,105.1,65910.0,7.4,10629928.0,130.0,210970.5,26742.0,1.5,112920.0,171260.2,156457.5
155,Czechia,2019,107.8,105888.0,,10671870.0,141.9,225613.5,77798.0,1.3,112362.0,177903.0,159958.1
156,Czechia,2020,111.4,63095.0,,10697858.0,153.9,215805.4,35854.0,1.7,129289.0,167597.4,149564.6
157,Czechia,2021,115.1,69360.0,7.3,10505772.0,184.2,238249.5,18630.0,1.9,139891.0,191571.0,179330.1
158,Czechia,2022,132.1,,7.4,10672118.0,215.3,276229.4,,1.5,120219.0,230242.7,225184.9
159,Germany,1996,75.7,,,81914831.0,,1967956.2,,,882843.0,,
160,Germany,1997,76.9,,,82034771.0,,1952617.8,,,860389.0,,
161,Germany,1998,77.3,802456.0,,82047195.0,,2000815.9,,,852382.0,,
162,Germany,1999,77.8,874023.0,,82100243.0,,2059480.0,,,846330.0,,
163,Germany,2000,78.9,841158.0,,82211508.0,,2109090.0,,,838797.0,,
164,Germany,2001,80.4,879217.0,,82349925.0,,2172540.0,,,828541.0,,
165,Germany,2002,81.5,842543.0,,82488495.0,,2198120.0,,,841686.0,,
166,Germany,2003,82.4,768975.0,,82534176.0,,2211570.0,,,853946.0,,
167,Germany,2004,83.8,780175.0,,82516260.0,,2262520.0,,,818271.0,,
168,Germany,2005,85.5,707352.0,,82469422.0,83.3,2288310.0,,,830227.0,,
169,Germany,2006,87.0,661855.0,,82376451.0,83.0,2385080.0,,,821627.0,,
170,Germany,2007,89.0,680766.0,,82266372.0,81.2,2499550.0,,,827155.0,,
171,Germany,2008,91.4,682146.0,,82110097.0,82.3,2546490.0,,,844439.0,,
172,Germany,2009,91.6,346216.0,,81902307.0,83.0,2445730.0,,,854544.0,,
173,Germany,2010,92.7,404055.0,,81776930.0,83.9,2564400.0,252456.0,,858768.0,,
174,Germany,2011,95.0,489422.0,,80274983.0,86.8,2693560.0,249045.0,3.6,852328.0,1058897.3,901486.6
175,Germany,2012,97.0,592175.0,,80425823.0,89.8,2745310.0,240001.0,3.4,869582.0,1090529.8,898857.4
176,Germany,2013,98.6,692713.0,7.3,80645605.0,92.6,2811350.0,259328.0,3.3,893825.0,1088071.0,889415.7
177,Germany,2014,99.3,884893.0,,80982500.0,95.5,2927430.0,324221.0,3.2,868356.0,1125034.2,908574.6
178,Germany,2015,100.0,1571047.0,,81686611.0,100.0,3026180.0,338403.0,2.9,925200.0,1195822.4,947626.7
179,Germany,2016,100.4,1029852.0,,82348669.0,107.5,3134740.0,533762.0,2.7,910902.0,1205488.8,953760.9
180,Germany,2017,102.1,917109.0,,82657002.0,114.1,3267160.0,560700.0,2.4,932272.0,1281864.6,1029617.1
181,Germany,2018,104.0,893886.0,7.4,82905782.0,121.7,3365450.0,540415.0,2.2,954874.0,1320732.4,1087431.3
182,Germany,2019,105.5,886341.0,,83092962.0,128.7,3474110.0,576319.0,2.1,939520.0,1330414.0,1102153.3
183,Germany,2020,105.8,728606.0,,83160871.0,138.7,3403730.0,488138.0,2.5,985572.0,1209207.7,1025490.8
184,Germany,2021,109.2,874367.0,7.1,83196078.0,154.7,3617450.0,543162.0,2.5,1023687.0,1384144.5,1202926.5
185,Germany,2022,118.7,,6.5,83797985.0,162.9,3876810.0,,2.2,1066321.0,1593520.4,1503303.3
186,Denmark,1996,71.6,,,5263074.0,,147843.4,,,61043.0,,
187,Denmark,1997,73.0,,,5284991.0,,153152.1,,,59898.0,,
188,Denmark,1998,73.9,51372.0,,5304219.0,,158146.4,,,58453.0,,
189,Denmark,1999,75.4,50236.0,,5321799.0,,166972.1,,,59156.0,,
190,Denmark,2000,77.5,52915.0,,5339616.0,,178018.1,,,57986.0,,
191,Denmark,2001,79.3,55984.0,,5358783.0,,184045.6,,,58338.0,,
192,Denmark,2002,81.2,52778.0,,5375931.0,,189794.9,,,58610.0,,
193,Denmark,2003,82.7,49754.0,,5390574.0,,193353.4,,,57574.0,,
194,Denmark,2004,83.5,49860.0,,5404523.0,,202422.2,,,55806.0,,
195,Denmark,2005,85.0,52458.0,,5419432.0,82.93,212832.4,,,54962.0,,
196,Denmark,2006,86.5,56750.0,,5437272.0,102.89,225531.3,,,55477.0,,
197,Denmark,2007,88.0,64656.0,,5461438.0,105.65,233383.3,,,55604.0,,
198,Denmark,2008,91.2,57357.0,,5493621.0,100.19,241613.5,,,54591.0,,
199,Denmark,2009,92.1,51800.0,,5523095.0,88.19,231278.0,,,54872.0,,
200,Denmark,2010,94.1,52236.0,,5547683.0,90.66,243165.4,41456.0,,54368.0,,
201,Denmark,2011,96.6,52833.0,,5570572.0,89.12,247879.9,41593.0,5.4,52516.0,80362.1,68723.6
202,Denmark,2012,98.9,54409.0,,5591572.0,86.71,254578.0,43663.0,5.3,52325.0,83336.3,71453.7
203,Denmark,2013,99.4,60312.0,8.0,5614932.0,90.09,258742.7,43310.0,5.0,52470.0,83539.4,73298.8
204,Denmark,2014,99.8,68388.0,,5643475.0,93.49,265757.0,44426.0,4.7,51340.0,83911.7,74970.7
205,Denmark,2015,100.0,78492.0,,5683483.0,100.0,273017.6,44625.0,4.2,52555.0,86060.3,77173.2
206,Denmark,2016,100.0,74383.0,,5728010.0,105.22,283109.7,52654.0,4.1,52824.0,86136.7,77292.1
207,Denmark,2017,101.1,68579.0,,5764980.0,110.0,294808.2,56403.0,4.0,53261.0,90756.3,82245.6
208,Denmark,2018,101.8,64669.0,7.8,5793636.0,114.81,302328.7,60381.0,3.5,55232.0,92913.3,86938.3
209,Denmark,2019,102.5,61384.0,,5814422.0,117.51,309526.4,66520.0,3.5,53958.0,99237.2,87708.2
210,Denmark,2020,102.9,57230.0,,5831404.0,123.48,311356.3,53822.0,3.9,54645.0,95027.5,86007.0
211,Denmark,2021,104.9,63489.0,7.3,5856733.0,137.98,342961.7,44008.0,3.6,57152.0,106533.2,101811.2
212,Denmark,2022,113.8,,7.5,5903037.0,137.33,380617.8,,3.2,59435.0,124402.8,121303.8
213,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1996,71.74,,,,,5811978.9,,,,,
214,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1997,72.87,,,,,5936633.6,,,,,
215,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1998,73.67,,,,,6178493.4,,,,,
216,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1999,74.48,,,,,6456826.3,,,,,
217,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2000,76.05,,,,,6795366.5,,,,,
218,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2001,77.83,,,,,7258441.5,,,,,
219,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2002,79.58,,,,,7499460.4,,,,,
220,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2003,81.24,,,,,7710378.5,,,,,
221,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2004,82.98,,,,,8032439.1,,,,,
222,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2005,84.79,,,,92.15,8309692.0,,,,,
223,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2006,86.64,,,,98.23,8739457.7,,,,,
224,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2007,88.49,,,,102.23,9238908.5,,,,,
225,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2008,91.38,,,,103.45,9480256.4,,,,,
226,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2009,91.65,,,,100.57,9212374.5,,,,,
227,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2010,93.14,,,,101.52,9472824.1,,,,,
228,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2011,95.66,,,,102.6,9746757.0,,,,,
229,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2012,98.05,,,,100.37,9781507.4,,,,,
230,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2013,99.38,,,,98.28,9878140.9,,,,,
231,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2014,99.81,,,,98.45,10133262.6,,,,,
232,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,100.0,,,,100.0,10523622.5,,,,,
233,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,100.23,,,,104.03,10816813.4,,,,,
234,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,101.78,,,,108.54,11224918.0,,,,,
235,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,103.56,,7.3,,113.68,11600155.5,,,,,
236,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,104.8,,,,118.62,11987121.0,,,,,
237,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,105.06,,,,124.77,11466665.1,,,,,
238,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,107.78,,,,134.63,12416653.1,,,,,
239,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022,116.82,,,,144.09,13424177.0,,,,,
240,Euro area - 19 countries  (2015-2022),1996,71.23,,,316063802.0,,5984797.6,,,3111236.0,,
241,Euro area - 19 countries  (2015-2022),1997,72.44,,,316783974.0,,6129357.2,,,3077639.0,,
242,Euro area - 19 countries  (2015-2022),1998,73.33,,,319064738.0,,6379579.6,,,3111945.0,,
243,Euro area - 19 countries  (2015-2022),1999,74.19,,,319874591.0,,6671446.6,,,3113792.0,,
244,Euro area - 19 countries  (2015-2022),2000,75.81,,,320911189.0,,7022525.6,,,3081819.0,,
245,Euro area - 19 countries  (2015-2022),2001,77.64,,,322133384.0,,7351795.0,,,3054407.0,,
246,Euro area - 19 countries  (2015-2022),2002,79.4,,,323696792.0,,7600741.8,,,3097956.0,,
247,Euro area - 19 countries  (2015-2022),2003,81.08,,,325443983.0,,7820334.2,,,3179697.0,,
248,Euro area - 19 countries  (2015-2022),2004,82.85,,,327227733.0,,8153458.1,,,3022635.0,,
249,Euro area - 19 countries  (2015-2022),2005,84.67,,,328913193.0,91.39,8444524.1,,,3102776.0,,
250,Euro area - 19 countries  (2015-2022),2006,86.53,,,330444759.0,97.82,8893188.0,,,3050036.0,,
251,Euro area - 19 countries  (2015-2022),2007,88.41,,,332158476.0,102.34,9386833.2,,,3092267.0,,
252,Euro area - 19 countries  (2015-2022),2008,91.37,,,333783515.0,103.76,9620164.2,,,3135947.0,,
253,Euro area - 19 countries  (2015-2022),2009,91.65,,,334868340.0,100.43,9272325.4,,,3156319.0,,
254,Euro area - 19 countries  (2015-2022),2010,93.13,,,335659589.0,101.32,9533536.5,,,3162030.0,,
255,Euro area - 19 countries  (2015-2022),2011,95.67,,,334930757.0,102.46,9797740.2,,,3154503.0,,
256,Euro area - 19 countries  (2015-2022),2012,98.06,,,335666945.0,100.26,9837015.1,,,3258137.0,,
