,geo,TIME_PERIOD,CPI,Immigrants,Life Satisfaction,OBS_VALUE,Housing Index,GDP,emigration,unemployment,total_deaths,Exports,Imports
1354,Bosnia and Herzegovina,1994,,,,4056800.0,,,,,,,
1355,Bosnia and Herzegovina,1995,,,,3925050.0,,,,,,,
1356,Bosnia and Herzegovina,1996,,,,3793320.0,,,,,25152.0,,
1357,Bosnia and Herzegovina,1997,,,,3638588.0,,,,,27875.0,,
1358,Bosnia and Herzegovina,1998,,,,3619377.0,,,,,28679.0,,
1359,Bosnia and Herzegovina,1999,,,,3721051.0,,,,,28637.0,,
1360,Bosnia and Herzegovina,2000,,,,3771401.0,,6043.3,,,30482.0,,
1361,Bosnia and Herzegovina,2001,,,,3801442.0,,6482.2,,,30325.0,,
1362,Bosnia and Herzegovina,2002,,,,3821758.0,,7149.1,,,30831.0,,
1363,Bosnia and Herzegovina,2003,,,,3833882.0,,7530.3,,,31757.0,,
1364,Bosnia and Herzegovina,2004,,,,3839973.0,,8179.7,,,31825.0,,
1365,Bosnia and Herzegovina,2005,,,,3842591.0,,9024.5,,,34402.0,,
1366,Bosnia and Herzegovina,2006,,,,3843334.0,,10255.1,,,33221.0,,
1367,Bosnia and Herzegovina,2008,,,,3843922.0,,13047.8,,,34026.0,,
1368,Bosnia and Herzegovina,2009,,,,3844022.0,,12679.3,,,34904.0,,
1369,Bosnia and Herzegovina,2010,,,,3843615.0,,12968.9,,,35118.0,,
1370,Bosnia and Herzegovina,2011,,,,3841224.0,,13411.8,,,35522.0,,
1371,Bosnia and Herzegovina,2012,,,,3837455.0,,13407.5,,,35817.0,,
1372,Bosnia and Herzegovina,2013,,,,3833278.0,,13691.8,,,35662.0,,
1373,Bosnia and Herzegovina,2014,,,,3828123.0,,13988.3,,,34824.0,,
1374,Bosnia and Herzegovina,2015,,,,3670658.0,,14791.1,,,,,
1375,Bosnia and Herzegovina,2016,,,,3512855.0,,15474.3,,,35530.0,,
1376,Bosnia and Herzegovina,2017,,,,3505012.0,,16260.5,,,36336.0,,
1377,Bosnia and Herzegovina,2018,,,,3496157.0,,17354.2,,,37744.0,,
1378,Belgium,1960,,,,9153489.0,,,,,113938.0,,
1379,Belgium,1961,,,,9183948.0,,,,,106985.0,,
1380,Belgium,1962,,,,9220578.0,,,,,112758.0,,
1381,Belgium,1963,,,,9289770.0,,,,,116718.0,,
1382,Belgium,1964,,,,9378113.0,,,,,110100.0,,
1383,Belgium,1965,,,,9463667.0,,,,,115045.0,,
1384,Belgium,1966,,,,9527807.0,,,,,115613.0,,
1385,Belgium,1967,,,,9580991.0,,,,,115212.0,,
1386,Belgium,1968,,,,9618756.0,,,,,121744.0,,
1387,Belgium,1969,,,,9646032.0,,,,,120471.0,,
1388,Belgium,1970,,,,9655549.0,,,,,118660.0,,
1389,Belgium,1971,,,,9673162.0,,,,,119471.0,,
1390,Belgium,1972,,,,9711115.0,,,,,117424.0,,
1391,Belgium,1973,,,,9741720.0,,,,,118254.0,,
1392,Belgium,1974,,,,9772419.0,,,,,116159.0,,
1393,Belgium,1975,,,,9800700.0,,,,,119425.0,,
1394,Belgium,1976,,,,9818227.0,,,,,118641.0,,
1395,Belgium,1977,,,,9830358.0,,,,,112672.0,,
1396,Belgium,1978,,,,9839534.0,,,,,115388.0,,
1397,Belgium,1979,,,,9848382.0,,,,,112010.0,,
1398,Belgium,1980,,,,9859242.0,,,,,113698.0,,
1399,Belgium,1981,,,,9858982.0,,,,,112326.0,,
1400,Belgium,1982,,,,9856303.0,,,,,111871.0,,
1401,Belgium,1983,,,,9855520.0,,,,,114562.0,,
1402,Belgium,1984,,,,9855372.0,,,,,110687.0,,
1403,Belgium,1985,,,,9858308.0,,,,,111612.0,,
1404,Belgium,1986,,,,9861823.0,,,,,111343.0,,
1405,Belgium,1987,,,,9870234.0,,,,,105426.0,,
1406,Belgium,1988,,,,9901664.0,,,,,104577.0,,
1407,Belgium,1989,,,,9937697.0,,,,,107336.0,,
1408,Belgium,1990,,,,9967379.0,,,,,104130.0,,
1409,Belgium,1991,,,,10004486.0,,,,,104149.0,,
1410,Belgium,1992,,,,10045158.0,,,,,104200.0,,
1411,Belgium,1993,,,,10084475.0,,,,,106824.0,,
1412,Belgium,1994,,,,10115603.0,,,,,103778.0,,
1413,Belgium,1995,,,,10136811.0,,220251.5,,,104897.0,,
1414,Bulgaria,1960,,,,7867374.0,,,,,63665.0,,
1415,Bulgaria,1961,,,,7943118.0,,,,,62562.0,,
1416,Bulgaria,1962,,,,8012946.0,,,,,69640.0,,
1417,Bulgaria,1963,,,,8078145.0,,,,,66057.0,,
1418,Bulgaria,1964,,,,8144340.0,,,,,64479.0,,
1419,Bulgaria,1965,,,,8204168.0,,,,,66970.0,,
1420,Bulgaria,1966,,,,8258057.0,,,,,68366.0,,
1421,Bulgaria,1967,,,,8310226.0,,,,,74696.0,,
1422,Bulgaria,1968,,,,8369603.0,,,,,72176.0,,
1423,Bulgaria,1969,,,,8434172.0,,,,,80183.0,,
1424,Bulgaria,1970,,,,8489574.0,,,,,77095.0,,
1425,Bulgaria,1971,,,,8536395.0,,,,,82805.0,,
1426,Bulgaria,1972,,,,8576200.0,,,,,84174.0,,
1427,Bulgaria,1973,,,,8620967.0,,,,,81470.0,,
1428,Bulgaria,1974,,,,8678745.0,,,,,85239.0,,
1429,Bulgaria,1975,,,,8720742.0,,,,,89974.0,,
1430,Bulgaria,1976,,,,8758599.0,,,,,88348.0,,
1431,Bulgaria,1977,,,,8804183.0,,,,,94362.0,,
1432,Bulgaria,1978,,,,8814032.0,,,,,92445.0,,
1433,Bulgaria,1979,,,,8825940.0,,,,,94403.0,,
1434,Bulgaria,1980,,,,8861535.0,,,,,97950.0,,
1435,Bulgaria,1981,,,,8891117.0,,,,,95441.0,,
1436,Bulgaria,1982,,,,8917457.0,,,,,100293.0,,
1437,Bulgaria,1983,,,,8939738.0,,,,,102182.0,,
1438,Bulgaria,1984,,,,8960679.0,,,,,101419.0,,
1439,Bulgaria,1985,,,,8960547.0,,,,,107485.0,,
1440,Bulgaria,1986,,,,8958171.0,,,,,104039.0,,
1441,Bulgaria,1987,,,,8971359.0,,,,,107213.0,,
1442,Bulgaria,1988,,,,8981446.0,,,,,107385.0,,
1443,Bulgaria,1989,,,,8876972.0,,,,,106902.0,,
1444,Bulgaria,1990,,,,8718289.0,,,,,108608.0,,
1445,Bulgaria,1991,,,,8632367.0,,,,,110423.0,,
1446,Bulgaria,1992,,,,8540164.0,,,,,107998.0,,
1447,Bulgaria,1993,,,,8472313.0,,,,,109540.0,,
1448,Bulgaria,1994,,,,8443591.0,,,,,111827.0,,
1449,Bulgaria,1995,,,,8406067.0,,14512.8,,,114670.0,,
1450,Bulgaria,1996,,,,8362826.0,,9829.8,,,117056.0,,
1451,Belarus,1996,,,,10159569.0,,,,,133422.0,,
1452,Belarus,1997,,,,10117433.0,,,,,136653.0,,
1453,Belarus,1998,,,,10069112.0,,,,,137296.0,,
1454,Belarus,1999,,,,10032359.0,,,,,142027.0,,
1455,Belarus,2000,,,,10004958.0,,,,,134867.0,,
1456,Belarus,2001,,,,9970688.0,,,,,140299.0,,
1457,Belarus,2002,,,,9924766.0,,,,,146655.0,,
1458,Belarus,2003,,,,9873826.0,,,,,143200.0,,
1459,Belarus,2004,,,,9824568.0,,,,,140064.0,,
1460,Belarus,2008,,,,9680841.0,,,,,133879.0,,
1461,Belarus,2009,,,,9576045.0,,,,,135056.0,,
1462,Belarus,2010,,,,9480686.0,,,,,137132.0,,
1463,Belarus,2011,,,,9473172.0,,,,,135090.0,,
1464,Belarus,2012,,,,9464495.0,,,,,126531.0,,
1465,Belarus,2013,,,,9465997.0,,,,,125326.0,,
1466,Belarus,2014,,,,9474511.0,,,,,121542.0,,
1467,Belarus,2015,,,,9489616.0,,,,,120026.0,,
1468,Belarus,2016,,,,9501534.0,,,,,119379.0,,
1469,Belarus,2017,,,,9498264.0,,,,,119311.0,,
1470,Belarus,2018,,,,9483499.0,,,,,120053.0,,
1471,Belarus,2019,,,,9441762.0,,,,,120470.0,,
1472,Switzerland,1960,,,,5327827.0,,,,,52094.0,,
1473,Switzerland,1961,,,,5434294.0,,,,,51004.0,,
1474,Switzerland,1962,,,,5573815.0,,,,,55125.0,,
1475,Switzerland,1963,,,,5694247.0,,,,,56989.0,,
1476,Switzerland,1964,,,,5789228.0,,,,,53609.0,,
1477,Switzerland,1965,,,,5856472.0,,,,,55547.0,,
1478,Switzerland,1966,,,,5918002.0,,,,,55804.0,,
1479,Switzerland,1967,,,,5991785.0,,,,,55142.0,,
1480,Switzerland,1968,,,,6067714.0,,,,,57374.0,,
1481,Switzerland,1969,,,,6136387.0,,,,,58002.0,,
1482,Switzerland,1970,,,,6180877.0,,,,,57091.0,,
1483,Switzerland,1971,,,,6213399.0,,,,,57856.0,,
1484,Switzerland,1972,,,,6260956.0,,,,,56489.0,,
1485,Switzerland,1973,,,,6307347.0,,,,,56990.0,,
1486,Switzerland,1974,,,,6341405.0,,,,,56403.0,,
1487,Switzerland,1975,,,,6338632.0,,,,,55924.0,,
1488,Switzerland,1976,,,,6302504.0,,,,,57095.0,,
1489,Switzerland,1977,,,,6281174.0,,,,,55658.0,,
1490,Switzerland,1978,,,,6281738.0,,,,,57718.0,,
1491,Switzerland,1979,,,,6294365.0,,,,,57454.0,,
1492,Switzerland,1980,,,,6319408.0,,,,,59097.0,,
1493,Switzerland,1981,,,,6354074.0,,,,,59763.0,,
1494,Switzerland,1982,,,,6391309.0,,,,,59204.0,,
1495,Switzerland,1983,,,,6418773.0,,,,,60756.0,,
1496,Switzerland,1984,,,,6441865.0,,,,,58602.0,,
1497,Switzerland,1985,,,,6470365.0,,,,,59583.0,,
1498,Switzerland,1986,,,,6504124.0,,,,,60105.0,,
1499,Switzerland,1987,,,,6545106.0,,,,,59511.0,,
1500,Switzerland,1988,,,,6593386.0,,,,,60648.0,,
1501,Switzerland,1989,,,,6646912.0,,,,,60882.0,,
1502,Switzerland,1990,,,,6715519.0,,,,,63739.0,,
1503,Switzerland,1991,,,,6799978.0,,,,,62634.0,,
1504,Switzerland,1992,,,,6875364.0,,,,,62302.0,,
1505,Switzerland,1993,,,,6938265.0,,,,,62512.0,,
1506,Switzerland,1994,,,,6993795.0,,,,,61988.0,,
1507,Switzerland,1995,,,,7040687.0,,269928.4,,,63387.0,,
1508,Switzerland,1996,,,,7071850.0,,268109.3,,,62637.0,,
1509,Switzerland,1997,,,,7088906.0,,260234.9,,,62839.0,,
1510,Cyprus,1960,,,,572783.0,,,,,,,
1511,Cyprus,1961,,,,574733.0,,,,,6206.0,,
1512,Cyprus,1962,,,,577400.0,,,,,6101.0,,
1513,Cyprus,1963,,,,582200.0,,,,,6079.0,,
1514,Cyprus,1964,,,,586950.0,,,,,6206.0,,
1515,Cyprus,1965,,,,590800.0,,,,,6061.0,,
1516,Cyprus,1966,,,,595150.0,,,,,5991.0,,
1517,Cyprus,1967,,,,599450.0,,,,,5971.0,,
1518,Cyprus,1968,,,,604300.0,,,,,5958.0,,
1519,Cyprus,1969,,,,609400.0,,,,,5946.0,,
1520,Cyprus,1970,,,,614450.0,,,,,5998.0,,
1521,Cyprus,1971,,,,620000.0,,,,,5983.0,,
1522,Cyprus,1972,,,,627439.0,,,,,6043.0,,
1523,Cyprus,1973,,,,634789.0,,,,,6047.0,,
1524,Cyprus,1974,,,,629700.0,,,,,5605.0,,
1525,Cyprus,1975,,,,501790.0,,,,,3964.0,,
1526,Cyprus,1976,,,,497740.0,,,,,4262.0,,
1527,Cyprus,1977,,,,497800.0,,,,,4526.0,,
1528,Cyprus,1978,,,,499650.0,,,,,4177.0,,
1529,Cyprus,1979,,,,503550.0,,,,,4228.0,,
1530,Cyprus,1980,,,,509050.0,,,,,4719.0,,
1531,Cyprus,1981,,,,517573.0,,,,,4332.0,,
1532,Cyprus,1982,,,,523734.0,,,,,4419.0,,
1533,Cyprus,1983,,,,528071.0,,,,,4523.0,,
1534,Cyprus,1984,,,,534958.0,,,,,4286.0,,
1535,Cyprus,1985,,,,541501.0,,,,,4599.0,,
1536,Cyprus,1986,,,,547747.0,,,,,4579.0,,
1537,Cyprus,1987,,,,553736.0,,,,,4912.0,,
1538,Cyprus,1988,,,,559639.0,,,,,4903.0,,
1539,Cyprus,1989,,,,567674.0,,,,,4834.0,,
1540,Cyprus,1990,,,,579898.0,,,,,4844.0,,
1541,Cyprus,1991,,,,595105.0,,,,,5075.0,,
1542,Cyprus,1992,,,,611150.0,,,,,5220.0,,
1543,Cyprus,1993,,,,626088.0,,,,,4789.0,,
1544,Cyprus,1994,,,,639172.0,,,,,4924.0,,
1545,Cyprus,1995,,,,650866.0,,7596.0,,,4935.0,,
1546,Czechia,1960,,,,9602006.0,,,,,93863.0,,
1547,Czechia,1961,,,,9586651.0,,,,,94973.0,,
1548,Czechia,1962,,,,9624660.0,,,,,104318.0,,
1549,Czechia,1963,,,,9670685.0,,,,,100129.0,,
1550,Czechia,1964,,,,9727804.0,,,,,101984.0,,
1551,Czechia,1965,,,,9779358.0,,,,,105108.0,,
1552,Czechia,1966,,,,9821040.0,,,,,105784.0,,
1553,Czechia,1967,,,,9852899.0,,,,,108967.0,,
1554,Czechia,1968,,,,9876346.0,,,,,115195.0,,
1555,Czechia,1969,,,,9896580.0,,,,,120653.0,,
1556,Czechia,1970,,,,9858071.0,,,,,123327.0,,
1557,Czechia,1971,,,,9826815.0,,,,,122375.0,,
1558,Czechia,1972,,,,9867632.0,,,,,119205.0,,
1559,Czechia,1973,,,,9922266.0,,,,,124437.0,,
1560,Czechia,1974,,,,9988459.0,,,,,126809.0,,
1561,Czechia,1975,,,,10058620.0,,,,,124314.0,,
1562,Czechia,1976,,,,10125939.0,,,,,125232.0,,
1563,Czechia,1977,,,,10186755.0,,,,,126214.0,,
1564,Czechia,1978,,,,10242098.0,,,,,127136.0,,
1565,Czechia,1979,,,,10292341.0,,,,,127949.0,,
1566,Czechia,1980,,,,10304193.0,,,,,135537.0,,
1567,Czechia,1981,,,,10300591.0,,,,,130407.0,,
1568,Czechia,1982,,,,10314826.0,,,,,130765.0,,
1569,Czechia,1983,,,,10323856.0,,,,,134474.0,,
1570,Czechia,1984,,,,10330213.0,,,,,132188.0,,
1571,Czechia,1985,,,,10337118.0,,,,,131641.0,,
1572,Czechia,1986,,,,10342227.0,,,,,132585.0,,
1573,Czechia,1987,,,,10347318.0,,,,,127244.0,,
1574,Czechia,1988,,,,10355276.0,,,,,125694.0,,
1575,Czechia,1989,,,,10361068.0,,,,,127747.0,,
1576,Czechia,1990,,,,10333355.0,,,,,129166.0,,
1577,Czechia,1991,,,,10308578.0,,,,,124290.0,,
1578,Czechia,1992,,,,10319123.0,,,,,120337.0,,
1579,Czechia,1993,,,,10329855.0,,,,,118185.0,,
1580,Czechia,1994,,,,10333587.0,,,,,117373.0,,
1581,Czechia,1995,,,,10327253.0,,46008.4,,,117913.0,,
1582,Germany,1960,,,,55607705.0,,,,,642962.0,,
1583,Germany,1961,,,,56273735.0,,,,,627561.0,,
1584,Germany,1962,,,,56918197.0,,,,,644819.0,,
1585,Germany,1963,,,,57555878.0,,,,,673069.0,,
1586,Germany,1964,,,,58225980.0,,,,,644128.0,,
1587,Germany,1965,,,,58942021.0,,,,,677628.0,,
1588,Germany,1966,,,,59544763.0,,,,,686321.0,,
1589,Germany,1967,,,,59870704.0,,,,,687338.0,,
1590,Germany,1968,,,,60205754.0,,,,,,,
1591,Germany,1969,,,,60828812.0,,,,,,,
1592,Germany,1970,,,,61097878.0,,,,,734843.0,,
1593,Germany,1971,,,,61251834.0,,,,,,,
1594,Germany,1972,,,,61655931.0,,,,,,,
1595,Germany,1973,,,,61955369.0,,,,,,,
1596,Germany,1974,,,,62046427.0,,,,,,,
1597,Germany,1975,,,,61818050.0,,,,,749260.0,,
1598,Germany,1976,,,,61543310.0,,,,,,,
1599,Germany,1977,,,,61397371.0,,,,,,,
1600,Germany,1978,,,,61337204.0,,,,,,,
1601,Germany,1979,,,,61380501.0,,,,,,,
1602,Germany,1980,,,,61548645.0,,,,,714117.0,,
1603,Germany,1981,,,,61685321.0,,,,,,,
1604,Germany,1982,,,,61629395.0,,,,,,,
1605,Germany,1983,,,,61426385.0,,,,,718337.0,,
1606,Germany,1984,,,,61177963.0,,,,,696118.0,,
1607,Germany,1985,,,,61034865.0,,,,,704296.0,,
1608,Germany,1986,,,,61080468.0,,,,,701890.0,,
1609,Germany,1987,,,,61189270.0,,,,,687419.0,,
1610,Germany,1988,,,,61476591.0,,,,,687516.0,,
1611,Germany,1989,,,,62197069.0,,,,,697730.0,,
1612,Germany,1990,,,,63202344.0,,,,,713335.0,,
1613,Germany,1991,,,,80013896.0,,,,,911245.0,,
1614,Germany,1992,,,,80624598.0,,,,,885443.0,,
1615,Germany,1993,,,,81156363.0,,,,,897270.0,,
1616,Germany,1994,,,,81438348.0,,,,,884661.0,,
1617,Germany,1995,,,,81678051.0,,1977604.1,,,884588.0,,
1618,Germany including former GDR,1960,,,,72814900.0,,,,,876721.0,,
1619,Germany including former GDR,1961,,,,73377632.0,,,,,850300.0,,
1620,Germany including former GDR,1962,,,,74025784.0,,,,,878814.0,,
1621,Germany including former GDR,1963,,,,74714353.0,,,,,895070.0,,
1622,Germany including former GDR,1964,,,,75318337.0,,,,,870319.0,,
1623,Germany including former GDR,1965,,,,75963695.0,,,,,907882.0,,
1624,Germany including former GDR,1966,,,,76600311.0,,,,,911984.0,,
1625,Germany including former GDR,1967,,,,76951336.0,,,,,914417.0,,
1626,Germany including former GDR,1968,,,,77294314.0,,,,,976521.0,,
1627,Germany including former GDR,1969,,,,77909682.0,,,,,988092.0,,
1628,Germany including former GDR,1970,,,,78169289.0,,,,,975664.0,,
1629,Germany including former GDR,1971,,,,78312842.0,,,,,965623.0,,
1630,Germany including former GDR,1972,,,,78688452.0,,,,,965689.0,,
1631,Germany including former GDR,1973,,,,78936666.0,,,,,962988.0,,
1632,Germany including former GDR,1974,,,,78967433.0,,,,,956573.0,,
1633,Germany including former GDR,1975,,,,78673554.0,,,,,989649.0,,
1634,Germany including former GDR,1976,,,,78336950.0,,,,,966873.0,,
1635,Germany including former GDR,1977,,,,78159814.0,,,,,931155.0,,
1636,Germany including former GDR,1978,,,,78091820.0,,,,,955550.0,,
1637,Germany including former GDR,1979,,,,78126350.0,,,,,944474.0,,
1638,Germany including former GDR,1980,,,,78288576.0,,,,,952371.0,,
1639,Germany including former GDR,1981,,,,78407907.0,,,,,954436.0,,
1640,Germany including former GDR,1982,,,,78333366.0,,,,,943832.0,,
1641,Germany including former GDR,1983,,,,78128282.0,,,,,941032.0,,
1642,Germany including former GDR,1984,,,,77858685.0,,,,,917299.0,,
1643,Germany including former GDR,1985,,,,77684873.0,,,,,929649.0,,
1644,Germany including former GDR,1986,,,,77720436.0,,,,,925426.0,,
1645,Germany including former GDR,1987,,,,77839920.0,,,,,901858.0,,
1646,Germany including former GDR,1988,,,,78144619.0,,,,,900627.0,,
1647,Germany including former GDR,1989,,,,78751283.0,,,,,903441.0,,
1648,Germany including former GDR,1990,,,,79433029.0,,,,,921445.0,,
1649,Germany including former GDR,1991,,,,80013896.0,,,,,911245.0,,
1650,Germany including former GDR,1992,,,,80624598.0,,,,,885443.0,,
1651,Germany including former GDR,1993,,,,81156363.0,,,,,897270.0,,
1652,Germany including former GDR,1994,,,,81438348.0,,,,,884661.0,,
1653,Germany including former GDR,1995,,,,81678051.0,,,,,884588.0,,
1654,Germany including former GDR,1996,,,,81914831.0,,,,,882843.0,,
1655,Germany including former GDR,1997,,,,82034771.0,,,,,860389.0,,
1656,Germany including former GDR,1998,,,,82047195.0,,,,,852382.0,,
1657,Germany including former GDR,1999,,,,82100243.0,,,,,846330.0,,
1658,Germany including former GDR,2000,,,,82211508.0,,,,,838797.0,,
1659,Germany including former GDR,2001,,,,82349925.0,,,,,828541.0,,
1660,Germany including former GDR,2002,,,,82488495.0,,,,,841686.0,,
1661,Germany including former GDR,2003,,,,82534176.0,,,,,853946.0,,
1662,Germany including former GDR,2004,,,,82516260.0,,,,,818271.0,,
1663,Germany including former GDR,2005,,,,82469422.0,,,,,830227.0,,
1664,Germany including former GDR,2006,,,,82376451.0,,,,,821627.0,,
1665,Germany including former GDR,2007,,,,82266372.0,,,,,827155.0,,
1666,Germany including former GDR,2008,,,,82110097.0,,,,,844439.0,,
1667,Germany including former GDR,2009,,,,81902307.0,,,,,854544.0,,
1668,Germany including former GDR,2010,,,,81776930.0,,,,,858768.0,,
1669,Germany including former GDR,2011,,,,80274983.0,,,,,852328.0,,
1670,Germany including former GDR,2012,,,,80425823.0,,,,,869582.0,,
1671,Germany including former GDR,2013,,,,80645605.0,,,,,893825.0,,
1672,Germany including former GDR,2014,,,,80982500.0,,,,,868356.0,,
1673,Germany including former GDR,2015,,,,81686611.0,,,,,925200.0,,
1674,Germany including former GDR,2016,,,,82348669.0,,,,,910902.0,,
1675,Germany including former GDR,2017,,,,82657002.0,,,,,932272.0,,
1676,Germany including former GDR,2018,,,,82905782.0,,,,,954874.0,,
1677,Germany including former GDR,2019,,,,83092962.0,,,,,939520.0,,
1678,Germany including former GDR,2020,,,,83160871.0,,,,,985572.0,,
1679,Germany including former GDR,2021,,,,83196078.0,,,,,1023687.0,,
1680,Germany including former GDR,2022,,,,83797985.0,,,,,1066321.0,,
1681,Denmark,1960,,,,4579603.0,,,,,43681.0,,
1682,Denmark,1961,,,,4611687.0,,,,,43310.0,,
1683,Denmark,1962,,,,4647727.0,,,,,45334.0,,
1684,Denmark,1963,,,,4684483.0,,,,,45773.0,,
1685,Denmark,1964,,,,4722072.0,,,,,46811.0,,
1686,Denmark,1965,,,,4759012.0,,,,,47884.0,,
1687,Denmark,1966,,,,4797381.0,,,,,49344.0,,
1688,Denmark,1967,,,,4835354.0,,,,,47836.0,,
1689,Denmark,1968,,,,4864883.0,,,,,47290.0,,
1690,Denmark,1969,,,,4891860.0,,,,,47943.0,,
1691,Denmark,1970,,,,4928757.0,,,,,48233.0,,
1692,Denmark,1971,,,,4963126.0,,,,,48858.0,,
1693,Denmark,1972,,,,4991596.0,,,,,50445.0,,
1694,Denmark,1973,,,,5021861.0,,,,,50526.0,,
1695,Denmark,1974,,,,5045297.0,,,,,51637.0,,
1696,Denmark,1975,,,,5059862.0,,,,,50895.0,,
1697,Denmark,1976,,,,5072596.0,,,,,54001.0,,
1698,Denmark,1977,,,,5088419.0,,,,,50485.0,,
1699,Denmark,1978,,,,5104248.0,,,,,52864.0,,
1700,Denmark,1979,,,,5116801.0,,,,,54654.0,,
1701,Denmark,1980,,,,5123027.0,,,,,55939.0,,
1702,Denmark,1981,,,,5121572.0,,,,,56359.0,,
1703,Denmark,1982,,,,5117810.0,,,,,55368.0,,
1704,Denmark,1983,,,,5114297.0,,,,,57156.0,,
1705,Denmark,1984,,,,5111619.0,,,,,57109.0,,
1706,Denmark,1985,,,,5113691.0,,,,,58378.0,,
1707,Denmark,1986,,,,5120534.0,,,,,58100.0,,
1708,Denmark,1987,,,,5127024.0,,,,,58136.0,,
1709,Denmark,1988,,,,5129516.0,,,,,58984.0,,
1710,Denmark,1989,,,,5132594.0,,,,,59397.0,,
1711,Denmark,1990,,,,5140939.0,,,,,60926.0,,
1712,Denmark,1991,,,,5154298.0,,,,,59581.0,,
1713,Denmark,1992,,,,5171370.0,,,,,60821.0,,
1714,Denmark,1993,,,,5188628.0,,,,,62809.0,,
1715,Denmark,1994,,,,5206180.0,,,,,61099.0,,
1716,Denmark,1995,,,,5233373.0,,141441.4,,,63127.0,,
1717,Euro area - 19 countries  (2015-2022),1960,,,,264266345.0,,,,,,,
1718,Euro area - 19 countries  (2015-2022),1961,,,,266541724.0,,,,,2710499.0,,
1719,Euro area - 19 countries  (2015-2022),1962,,,,269202591.0,,,,,2863077.0,,
1720,Euro area - 19 countries  (2015-2022),1963,,,,271893272.0,,,,,2909583.0,,
1721,Euro area - 19 countries  (2015-2022),1964,,,,274251532.0,,,,,2799686.0,,
1722,Euro area - 19 countries  (2015-2022),1965,,,,276600559.0,,,,,2909081.0,,
1723,Euro area - 19 countries  (2015-2022),1966,,,,278812284.0,,,,,2886475.0,,
1724,Euro area - 19 countries  (2015-2022),1967,,,,280755536.0,,,,,2922539.0,,
1725,Euro area - 19 countries  (2015-2022),1968,,,,282612110.0,,,,,3042292.0,,
1726,Euro area - 19 countries  (2015-2022),1969,,,,284538066.0,,,,,3118025.0,,
1727,Euro area - 19 countries  (2015-2022),1970,,,,286153764.0,,,,,3033807.0,,
1728,Euro area - 19 countries  (2015-2022),1971,,,,287802313.0,,,,,3064644.0,,
1729,Euro area - 19 countries  (2015-2022),1972,,,,289781811.0,,,,,3036106.0,,
1730,Euro area - 19 countries  (2015-2022),1973,,,,291638481.0,,,,,3085589.0,,
1731,Euro area - 19 countries  (2015-2022),1974,,,,293254723.0,,,,,3056957.0,,
1732,Euro area - 19 countries  (2015-2022),1975,,,,294543345.0,,,,,3139299.0,,
1733,Euro area - 19 countries  (2015-2022),1976,,,,295780387.0,,,,,3119477.0,,
1734,Euro area - 19 countries  (2015-2022),1977,,,,296951704.0,,,,,3038309.0,,
1735,Euro area - 19 countries  (2015-2022),1978,,,,298163692.0,,,,,3080475.0,,
1736,Euro area - 19 countries  (2015-2022),1979,,,,299399147.0,,,,,3047297.0,,
1737,Euro area - 19 countries  (2015-2022),1980,,,,300726357.0,,,,,3091314.0,,
1738,Euro area - 19 countries  (2015-2022),1981,,,,301923054.0,,,,,3093674.0,,
1739,Euro area - 19 countries  (2015-2022),1982,,,,302779831.0,,,,,3049397.0,,
1740,Euro area - 19 countries  (2015-2022),1983,,,,303370136.0,,,,,3129975.0,,
1741,Euro area - 19 countries  (2015-2022),1984,,,,303824791.0,,,,,3049757.0,,
1742,Euro area - 19 countries  (2015-2022),1985,,,,304345118.0,,,,,3113849.0,,
1743,Euro area - 19 countries  (2015-2022),1986,,,,305046431.0,,,,,3088251.0,,
1744,Euro area - 19 countries  (2015-2022),1987,,,,305840048.0,,,,,3025815.0,,
1745,Euro area - 19 countries  (2015-2022),1988,,,,306830509.0,,,,,3038660.0,,
1746,Euro area - 19 countries  (2015-2022),1989,,,,308137412.0,,,,,3051974.0,,
1747,Euro area - 19 countries  (2015-2022),1990,,,,309549004.0,,,,,3095427.0,,
1748,Euro area - 19 countries  (2015-2022),1991,,,,310936404.0,,,,,3104237.0,,
1749,Euro area - 19 countries  (2015-2022),1992,,,,312361226.0,,,,,3060988.0,,
1750,Euro area - 19 countries  (2015-2022),1993,,,,313616757.0,,,,,3123514.0,,
1751,Euro area - 19 countries  (2015-2022),1994,,,,314500421.0,,,,,3083421.0,,
1752,Euro area - 19 countries  (2015-2022),1995,,,,315279278.0,,5741001.0,,,3111830.0,,
1753,Estonia,1960,,,,1211537.0,,,,,12738.0,,
1754,Estonia,1961,,,,1225077.0,,,,,13036.0,,
1755,Estonia,1962,,,,1241623.0,,,,,13495.0,,
1756,Estonia,1963,,,,1258857.0,,,,,13251.0,,
1757,Estonia,1964,,,,1277086.0,,,,,12754.0,,
1758,Estonia,1965,,,,1294566.0,,,,,13520.0,,
1759,Estonia,1966,,,,1308597.0,,,,,13800.0,,
1760,Estonia,1967,,,,1318946.0,,,,,13699.0,,
1761,Estonia,1968,,,,1331214.0,,,,,14225.0,,
1762,Estonia,1969,,,,1345249.0,,,,,15150.0,,
1763,Estonia,1970,,,,1360076.0,,,,,15186.0,,
1764,Estonia,1971,,,,1376955.0,,,,,15038.0,,
1765,Estonia,1972,,,,1392518.0,,,,,15520.0,,
1766,Estonia,1973,,,,1405951.0,,,,,15573.0,,
1767,Estonia,1974,,,,1418169.0,,,,,15393.0,,
