,geo,TIME_PERIOD,CPI,Immigrants,Life Satisfaction,Population,Housing Index,GDP,emigration,unemployment,total_population,total_deaths
0,Albania,2016,101.51,,,2876092.0,,10719.9,,,2876092.0,21388.0
1,Albania,2017,104.76,,,2873458.0,,11559.0,,,2873458.0,22232.0
2,Albania,2018,106.59,,5.5,2866376.0,,12828.1,,,2866376.0,21804.0
3,Albania,2019,108.39,,,2854191.0,,13754.2,,,2854191.0,21937.0
4,Albania,2020,110.74,,,2837848.0,,13310.4,,,2837848.0,27605.0
5,Albania,2021,113.26,,5.7,2811667.0,,15157.4,,,2811667.0,30507.0
6,Albania,2022,120.69,,,2777689.0,,17972.3,,,2777689.0,23998.0
7,Austria,1996,71.77,,,7959017.0,,186968.1,,,7959017.0,80790.0
8,Austria,1997,72.61,,,7968041.0,,187853.7,,,7968041.0,79432.0
9,Austria,1998,73.2,72723.0,,7976789.0,,195011.9,,,7976789.0,78339.0
10,Austria,1999,73.58,86710.0,,7992324.0,,203850.6,,,7992324.0,78200.0
11,Austria,2000,75.02,81675.0,,8011566.0,,213606.5,,,8011566.0,76780.0
12,Austria,2001,76.74,89928.0,,8042293.0,,220525.1,,,8042293.0,74767.0
13,Austria,2002,78.04,108125.0,,8081957.0,,226735.2,,,8081957.0,76131.0
14,Austria,2003,79.05,111869.0,,8121423.0,,231862.5,,,8121423.0,77209.0
15,Austria,2004,80.6,122547.0,,8171966.0,,242348.3,,,8171966.0,74292.0
16,Austria,2005,82.3,114465.0,,8227829.0,,254075.0,,,8227829.0,75189.0
17,Austria,2006,83.69,98535.0,,8268641.0,,267824.5,,,8268641.0,74295.0
18,Austria,2007,85.53,72862.0,,8295487.0,,283978.0,,,8295487.0,74625.0
19,Austria,2008,88.29,73772.0,,8321496.0,,293761.9,,,8321496.0,75083.0
20,Austria,2009,88.64,69295.0,,8343323.0,,288044.0,,,8343323.0,77381.0
21,Austria,2010,90.14,70978.0,,8363404.0,76.64,295896.6,51651.0,,8363404.0,77199.0
22,Austria,2010,90.14,70978.0,,8363404.0,77.52,295896.6,51651.0,,8363404.0,77199.0
23,Austria,2010,90.14,70978.0,,8363404.0,76.8,295896.6,51651.0,,8363404.0,77199.0
24,Austria,2011,93.35,82230.0,,8391643.0,81.46,310128.7,51197.0,3.3,8391643.0,76479.0
25,Austria,2011,93.35,82230.0,,8391643.0,82.19,310128.7,51197.0,3.3,8391643.0,76479.0
26,Austria,2011,93.35,82230.0,,8391643.0,81.6,310128.7,51197.0,3.3,8391643.0,76479.0
27,Austria,2012,95.75,91557.0,,8429991.0,87.6,318653.0,51812.0,3.5,8429991.0,79436.0
28,Austria,2012,95.75,91557.0,,8429991.0,87.39,318653.0,51812.0,3.5,8429991.0,79436.0
29,Austria,2012,95.75,91557.0,,8429991.0,87.57,318653.0,51812.0,3.5,8429991.0,79436.0
30,Austria,2013,97.77,101866.0,7.8,8479823.0,92.3,323910.2,54071.0,3.8,8479823.0,79526.0
31,Austria,2013,97.77,101866.0,7.8,8479823.0,91.01,323910.2,54071.0,3.8,8479823.0,79526.0
32,Austria,2013,97.77,101866.0,7.8,8479823.0,92.1,323910.2,54071.0,3.8,8479823.0,79526.0
33,Austria,2014,99.2,116262.0,,8546356.0,95.27,333146.1,53491.0,4.0,8546356.0,78252.0
34,Austria,2014,99.2,116262.0,,8546356.0,95.44,333146.1,53491.0,4.0,8546356.0,78252.0
35,Austria,2014,99.2,116262.0,,8546356.0,95.33,333146.1,53491.0,4.0,8546356.0,78252.0
36,Austria,2015,100.0,166323.0,,8642699.0,100.0,344269.2,56689.0,4.1,8642699.0,83073.0
37,Austria,2015,100.0,166323.0,,8642699.0,100.0,344269.2,56689.0,4.1,8642699.0,83073.0
38,Austria,2015,100.0,166323.0,,8642699.0,100.0,344269.2,56689.0,4.1,8642699.0,83073.0
39,Austria,2016,100.97,129509.0,,8736668.0,109.42,357608.0,64428.0,4.4,8736668.0,80669.0
40,Austria,2016,100.97,129509.0,,8736668.0,103.8,357608.0,64428.0,4.4,8736668.0,80669.0
41,Austria,2016,100.97,129509.0,,8736668.0,108.53,357608.0,64428.0,4.4,8736668.0,80669.0
42,Austria,2017,103.22,111801.0,,8797566.0,115.14,369361.9,66144.0,4.0,8797566.0,83270.0
43,Austria,2017,103.22,111801.0,,8797566.0,109.97,369361.9,66144.0,4.0,8797566.0,83270.0
44,Austria,2017,103.22,111801.0,,8797566.0,114.26,369361.9,66144.0,4.0,8797566.0,83270.0
45,Austria,2018,105.41,105633.0,8.0,8840521.0,121.19,385274.1,67212.0,3.6,8840521.0,83975.0
46,Austria,2018,105.41,105633.0,8.0,8840521.0,113.54,385274.1,67212.0,3.6,8840521.0,83975.0
47,Austria,2018,105.41,105633.0,8.0,8840521.0,119.64,385274.1,67212.0,3.6,8840521.0,83975.0
48,Austria,2019,106.98,109167.0,,8879920.0,128.14,397147.2,68280.0,3.3,8879920.0,83386.0
49,Austria,2019,106.98,109167.0,,8879920.0,120.35,397147.2,68280.0,3.3,8879920.0,83386.0
50,Austria,2019,106.98,109167.0,,8879920.0,126.6,397147.2,68280.0,3.3,8879920.0,83386.0
51,Austria,2020,108.47,103565.0,,8916864.0,138.42,380888.5,62581.0,4.1,8916864.0,91599.0
52,Austria,2020,108.47,103565.0,,8916864.0,128.2,380888.5,62581.0,4.1,8916864.0,91599.0
53,Austria,2020,108.47,103565.0,,8916864.0,136.31,380888.5,62581.0,4.1,8916864.0,91599.0
54,Austria,2021,111.46,118511.0,8.0,8955797.0,158.36,405241.4,67299.0,4.2,8955797.0,91962.0
55,Austria,2021,111.46,118511.0,8.0,8955797.0,137.45,405241.4,67299.0,4.2,8955797.0,91962.0
56,Austria,2021,111.46,118511.0,8.0,8955797.0,153.26,405241.4,67299.0,4.2,8955797.0,91962.0
57,Austria,2022,121.07,,7.9,9041851.0,174.69,447217.6,,3.3,9041851.0,93332.0
58,Austria,2022,121.07,,7.9,9041851.0,156.6,447217.6,,3.3,9041851.0,93332.0
59,Austria,2022,121.07,,7.9,9041851.0,170.77,447217.6,,3.3,9041851.0,93332.0
60,Belgium,1996,70.48,,,10156637.0,,219965.3,,,10156637.0,104275.0
61,Belgium,1997,71.54,,,10181245.0,,223032.7,,,10181245.0,103851.0
62,Belgium,1998,72.18,83812.0,,10203008.0,,231015.7,,,10203008.0,104583.0
63,Belgium,1999,73.0,91624.0,,10226419.0,,242307.6,,,10226419.0,104904.0
64,Belgium,2000,74.96,89388.0,,10251250.0,,256376.4,,,10251250.0,104903.0
65,Belgium,2001,76.78,110410.0,,10286570.0,,264334.9,,,10286570.0,103447.0
66,Belgium,2002,77.97,113857.0,,10332785.0,,273255.9,,,10332785.0,105642.0
67,Belgium,2003,79.16,112060.0,,10376133.0,,281200.2,,,10376133.0,107039.0
68,Belgium,2004,80.63,117236.0,,10421137.0,,296819.7,,,10421137.0,101256.0
69,Belgium,2005,82.67,132810.0,,10478617.0,69.93,310037.6,,,10478617.0,103278.0
70,Belgium,2005,82.67,132810.0,,10478617.0,79.92,310037.6,,,10478617.0,103278.0
71,Belgium,2005,82.67,132810.0,,10478617.0,72.49,310037.6,,,10478617.0,103278.0
72,Belgium,2006,84.6,137699.0,,10547958.0,78.03,325151.5,,,10547958.0,101587.0
73,Belgium,2006,84.6,137699.0,,10547958.0,83.83,325151.5,,,10547958.0,101587.0
74,Belgium,2006,84.6,137699.0,,10547958.0,79.56,325151.5,,,10547958.0,101587.0
75,Belgium,2007,86.13,146409.0,,10625700.0,85.05,343618.9,,,10625700.0,100658.0
76,Belgium,2007,86.13,146409.0,,10625700.0,87.57,343618.9,,,10625700.0,100658.0
77,Belgium,2007,86.13,146409.0,,10625700.0,85.76,343618.9,,,10625700.0,100658.0
78,Belgium,2008,90.0,,,10709973.0,89.4,351743.1,,,10709973.0,104587.0
79,Belgium,2008,90.0,,,10709973.0,89.74,351743.1,,,10709973.0,104587.0
80,Belgium,2008,90.0,,,10709973.0,89.54,351743.1,,,10709973.0,104587.0
81,Belgium,2009,89.99,,,10796493.0,89.18,346472.8,,,10796493.0,103854.0
82,Belgium,2009,89.99,,,10796493.0,88.78,346472.8,,,10796493.0,103854.0
83,Belgium,2009,89.99,,,10796493.0,89.12,346472.8,,,10796493.0,103854.0
84,Belgium,2010,92.09,135281.0,,10895586.0,93.04,363140.1,66013.0,,10895586.0,105152.0
85,Belgium,2010,92.09,135281.0,,10895586.0,88.76,363140.1,66013.0,,10895586.0,105152.0
86,Belgium,2010,92.09,135281.0,,10895586.0,91.92,363140.1,66013.0,,10895586.0,105152.0
87,Belgium,2011,95.18,147377.0,,11038264.0,96.83,375967.8,84148.0,4.3,11038264.0,104292.0
88,Belgium,2011,95.18,147377.0,,11038264.0,92.25,375967.8,84148.0,4.3,11038264.0,104292.0
89,Belgium,2011,95.18,147377.0,,11038264.0,95.61,375967.8,84148.0,4.3,11038264.0,104292.0
90,Belgium,2012,97.68,129477.0,,11106932.0,99.12,386174.7,93600.0,4.6,11106932.0,109076.0
91,Belgium,2012,97.68,129477.0,,11106932.0,93.97,386174.7,93600.0,4.6,11106932.0,109076.0
92,Belgium,2012,97.68,129477.0,,11106932.0,97.75,386174.7,93600.0,4.6,11106932.0,109076.0
93,Belgium,2013,98.9,120078.0,7.6,11159407.0,99.44,392880.0,102657.0,5.1,11159407.0,109334.0
94,Belgium,2013,98.9,120078.0,7.6,11159407.0,97.49,392880.0,102657.0,5.1,11159407.0,109334.0
95,Belgium,2013,98.9,120078.0,7.6,11159407.0,98.9,392880.0,102657.0,5.1,11159407.0,109334.0
96,Belgium,2014,99.38,123158.0,,11209057.0,99.39,403003.3,94573.0,5.2,11209057.0,104755.0
97,Belgium,2014,99.38,123158.0,,11209057.0,95.42,403003.3,94573.0,5.2,11209057.0,104755.0
98,Belgium,2014,99.38,123158.0,,11209057.0,98.35,403003.3,94573.0,5.2,11209057.0,104755.0
99,Belgium,2015,100.0,146626.0,,11274196.0,100.0,416701.4,89794.0,5.2,11274196.0,110541.0
100,Belgium,2015,100.0,146626.0,,11274196.0,100.0,416701.4,89794.0,5.2,11274196.0,110541.0
101,Belgium,2015,100.0,146626.0,,11274196.0,100.0,416701.4,89794.0,5.2,11274196.0,110541.0
102,Belgium,2016,101.77,123702.0,,11331422.0,102.28,430085.3,92471.0,4.7,11331422.0,108097.0
103,Belgium,2016,101.77,123702.0,,11331422.0,103.49,430085.3,92471.0,4.7,11331422.0,108097.0
104,Belgium,2016,101.77,123702.0,,11331422.0,102.64,430085.3,92471.0,4.7,11331422.0,108097.0
105,Belgium,2017,104.03,126703.0,,11375158.0,105.79,445050.1,89690.0,4.3,11375158.0,109666.0
106,Belgium,2017,104.03,126703.0,,11375158.0,107.91,445050.1,89690.0,4.3,11375158.0,109666.0
107,Belgium,2017,104.03,126703.0,,11375158.0,106.37,445050.1,89690.0,4.3,11375158.0,109666.0
108,Belgium,2018,106.44,137860.0,7.6,11427054.0,108.66,460050.8,88935.0,3.6,11427054.0,110693.0
109,Belgium,2018,106.44,137860.0,7.6,11427054.0,111.35,460050.8,88935.0,3.6,11427054.0,110693.0
110,Belgium,2018,106.44,137860.0,7.6,11427054.0,109.42,460050.8,88935.0,3.6,11427054.0,110693.0
111,Belgium,2019,107.77,150006.0,,11488980.0,113.27,478676.2,102936.0,3.3,11488980.0,108783.0
112,Belgium,2019,107.77,150006.0,,11488980.0,114.79,478676.2,102936.0,3.3,11488980.0,108783.0
113,Belgium,2019,107.77,150006.0,,11488980.0,113.78,478676.2,102936.0,3.3,11488980.0,108783.0
114,Belgium,2020,108.23,118683.0,,11538604.0,118.03,460747.7,76562.0,3.4,11538604.0,126896.0
115,Belgium,2020,108.23,118683.0,,11538604.0,119.88,460747.7,76562.0,3.4,11538604.0,126896.0
116,Belgium,2020,108.23,118683.0,,11538604.0,118.6,460747.7,76562.0,3.4,11538604.0,126896.0
117,Belgium,2021,111.71,139743.0,7.5,11586195.0,126.88,507929.6,87272.0,3.8,11586195.0,112331.0
118,Belgium,2021,111.71,139743.0,7.5,11586195.0,127.41,507929.6,87272.0,3.8,11586195.0,112331.0
119,Belgium,2021,111.71,139743.0,7.5,11586195.0,127.06,507929.6,87272.0,3.8,11586195.0,112331.0
120,Belgium,2022,123.26,,7.6,11685814.0,134.07,554044.3,,3.4,11685814.0,116424.0
121,Belgium,2022,123.26,,7.6,11685814.0,134.13,554044.3,,3.4,11685814.0,116424.0
122,Belgium,2022,123.26,,7.6,11685814.0,134.19,554044.3,,3.4,11685814.0,116424.0
123,Bulgaria,1997,40.27,,,8312068.0,,10064.7,,,8312068.0,121861.0
124,Bulgaria,1998,47.79,,,8256786.0,,13437.6,,,8256786.0,118190.0
125,Bulgaria,1999,49.02,,,8210624.0,,12804.4,,,8210624.0,111786.0
126,Bulgaria,2000,54.08,,,8170172.0,,14440.0,,,8170172.0,115087.0
127,Bulgaria,2001,58.06,,,8009142.0,,15905.3,,,8009142.0,112368.0
128,Bulgaria,2002,61.44,,,7837161.0,,17478.3,,,7837161.0,112617.0
129,Bulgaria,2003,62.88,,,7775327.0,,18798.3,,,7775327.0,111927.0
130,Bulgaria,2004,66.75,,,7716860.0,,21093.2,,,7716860.0,110110.0
131,Bulgaria,2005,70.78,,,7658972.0,82.95,24039.9,,,7658972.0,113374.0
132,Bulgaria,2005,70.78,,,7658972.0,67.21,24039.9,,,7658972.0,113374.0
133,Bulgaria,2005,70.78,,,7658972.0,80.09,24039.9,,,7658972.0,113374.0
134,Bulgaria,2006,76.02,,,7601022.0,95.15,27410.0,,,7601022.0,113438.0
135,Bulgaria,2006,76.02,,,7601022.0,77.09,27410.0,,,7601022.0,113438.0
136,Bulgaria,2006,76.02,,,7601022.0,91.86,27410.0,,,7601022.0,113438.0
137,Bulgaria,2007,81.78,1561.0,,7545338.0,122.66,32464.7,,,7545338.0,113004.0
138,Bulgaria,2007,81.78,1561.0,,7545338.0,99.39,32464.7,,,7545338.0,113004.0
139,Bulgaria,2007,81.78,1561.0,,7545338.0,118.42,32464.7,,,7545338.0,113004.0
140,Bulgaria,2008,91.55,,,7492561.0,153.27,37246.7,,,7492561.0,110523.0
141,Bulgaria,2008,91.55,,,7492561.0,124.19,37246.7,,,7492561.0,110523.0
142,Bulgaria,2008,91.55,,,7492561.0,147.97,37246.7,,,7492561.0,110523.0
143,Bulgaria,2009,93.81,,,7444443.0,120.53,37417.7,,,7444443.0,108068.0
144,Bulgaria,2009,93.81,,,7444443.0,109.57,37417.7,,,7444443.0,108068.0
145,Bulgaria,2009,93.81,,,7444443.0,117.79,37417.7,,,7444443.0,108068.0
146,Bulgaria,2010,96.66,,,7395599.0,108.35,38290.0,,,7395599.0,110165.0
147,Bulgaria,2010,96.66,,,7395599.0,97.86,38290.0,,,7395599.0,110165.0
148,Bulgaria,2010,96.66,,,7395599.0,105.81,38290.0,,,7395599.0,110165.0
149,Bulgaria,2011,99.94,,,7348328.0,101.78,41479.9,,7.1,7348328.0,108258.0
150,Bulgaria,2011,99.94,,,7348328.0,96.85,41479.9,,7.1,7348328.0,108258.0
151,Bulgaria,2011,99.94,,,7348328.0,99.98,41479.9,,7.1,7348328.0,108258.0
152,Bulgaria,2012,102.33,14103.0,,7305888.0,99.08,42255.3,16615.0,7.8,7305888.0,109281.0
153,Bulgaria,2012,102.33,14103.0,,7305888.0,96.58,42255.3,16615.0,7.8,7305888.0,109281.0
154,Bulgaria,2012,102.33,14103.0,,7305888.0,98.07,42255.3,16615.0,7.8,7305888.0,109281.0
155,Bulgaria,2013,102.72,18570.0,4.8,7265115.0,97.3,42056.2,19678.0,8.3,7265115.0,104345.0
156,Bulgaria,2013,102.72,18570.0,4.8,7265115.0,93.94,42056.2,19678.0,8.3,7265115.0,104345.0
157,Bulgaria,2013,102.72,18570.0,4.8,7265115.0,95.92,42056.2,19678.0,8.3,7265115.0,104345.0
158,Bulgaria,2014,101.08,26615.0,,7223938.0,97.76,43024.7,28727.0,7.4,7223938.0,108952.0
159,Bulgaria,2014,101.08,26615.0,,7223938.0,96.62,43024.7,28727.0,7.4,7223938.0,108952.0
160,Bulgaria,2014,101.08,26615.0,,7223938.0,97.29,43024.7,28727.0,7.4,7223938.0,108952.0
161,Bulgaria,2015,100.0,25223.0,,7177991.0,100.0,45797.8,29470.0,6.1,7177991.0,110117.0
162,Bulgaria,2015,100.0,25223.0,,7177991.0,100.0,45797.8,29470.0,6.1,7177991.0,110117.0
163,Bulgaria,2015,100.0,25223.0,,7177991.0,100.0,45797.8,29470.0,6.1,7177991.0,110117.0
164,Bulgaria,2016,98.68,21241.0,,7127822.0,107.34,48752.1,30570.0,5.1,7127822.0,107580.0
165,Bulgaria,2016,98.68,21241.0,,7127822.0,106.41,48752.1,30570.0,5.1,7127822.0,107580.0
166,Bulgaria,2016,98.68,21241.0,,7127822.0,107.02,48752.1,30570.0,5.1,7127822.0,107580.0
167,Bulgaria,2017,99.85,25597.0,,7075947.0,117.77,52501.8,31586.0,4.4,7075947.0,109791.0
168,Bulgaria,2017,99.85,25597.0,,7075947.0,113.54,52501.8,31586.0,4.4,7075947.0,109791.0
169,Bulgaria,2017,99.85,25597.0,,7075947.0,116.3,52501.8,31586.0,4.4,7075947.0,109791.0
170,Bulgaria,2018,102.48,29559.0,5.4,7025037.0,126.07,56199.8,33225.0,3.8,7025037.0,108526.0
171,Bulgaria,2018,102.48,29559.0,5.4,7025037.0,120.04,56199.8,33225.0,3.8,7025037.0,108526.0
172,Bulgaria,2018,102.48,29559.0,5.4,7025037.0,123.96,56199.8,33225.0,3.8,7025037.0,108526.0
173,Bulgaria,2019,104.99,37929.0,,6975761.0,132.11,61530.8,39941.0,3.3,6975761.0,108083.0
174,Bulgaria,2019,104.99,37929.0,,6975761.0,130.19,61530.8,39941.0,3.3,6975761.0,108083.0
175,Bulgaria,2019,104.99,37929.0,,6975761.0,131.42,61530.8,39941.0,3.3,6975761.0,108083.0
176,Bulgaria,2020,106.27,37364.0,,6934015.0,140.01,61607.7,6649.0,3.8,6934015.0,124735.0
177,Bulgaria,2020,106.27,37364.0,,6934015.0,133.0,61607.7,6649.0,3.8,6934015.0,124735.0
178,Bulgaria,2020,106.27,37364.0,,6934015.0,137.41,61607.7,6649.0,3.8,6934015.0,124735.0
179,Bulgaria,2021,109.3,39461.0,5.7,6877743.0,152.94,71060.1,26755.0,3.3,6877743.0,148995.0
180,Bulgaria,2021,109.3,39461.0,5.7,6877743.0,143.27,71060.1,26755.0,3.3,6877743.0,148995.0
181,Bulgaria,2021,109.3,39461.0,5.7,6877743.0,149.33,71060.1,26755.0,3.3,6877743.0,148995.0
182,Bulgaria,2022,123.52,,5.6,6465097.0,176.79,85800.7,,2.7,6465097.0,118814.0
183,Bulgaria,2022,123.52,,5.6,6465097.0,158.81,85800.7,,2.7,6465097.0,118814.0
184,Bulgaria,2022,123.52,,5.6,6465097.0,169.92,85800.7,,2.7,6465097.0,118814.0
185,Switzerland,2005,97.43,118270.0,,7437115.0,,336400.1,,,7437115.0,61124.0
186,Switzerland,2006,98.4,127586.0,,7483934.0,,352038.6,,,7483934.0,60283.0
187,Switzerland,2007,99.17,165634.0,,7551117.0,,358607.9,,,7551117.0,61089.0
188,Switzerland,2008,101.51,,,7647675.0,,387052.9,,,7647675.0,61233.0
189,Switzerland,2009,100.77,,,7743831.0,,399363.6,,,7743831.0,62476.0
190,Switzerland,2010,101.39,,,7824909.0,,452470.6,96839.0,,7824909.0,62649.0
191,Switzerland,2011,101.49,148799.0,,7912398.0,,515770.5,96494.0,3.3,7912398.0,62091.0
192,Switzerland,2012,100.76,149051.0,,7996861.0,,534012.8,103881.0,3.3,7996861.0,64173.0
193,Switzerland,2013,100.83,160157.0,8.0,8089346.0,,531729.1,106196.0,3.5,8089346.0,64961.0
194,Switzerland,2014,100.84,156282.0,,8188649.0,,548014.5,111103.0,3.6,8188649.0,63938.0
195,Switzerland,2015,100.0,153627.0,,8282396.0,,625532.7,116631.0,3.6,8282396.0,67606.0
196,Switzerland,2016,99.47,149305.0,,8373338.0,,621765.1,120653.0,3.7,8373338.0,64964.0
197,Switzerland,2017,100.11,143377.0,,8451840.0,,615776.3,124997.0,3.7,8451840.0,66971.0
198,Switzerland,2018,101.03,144857.0,8.0,8514329.0,,614304.4,130225.0,3.6,8514329.0,67088.0
199,Switzerland,2019,101.41,145129.0,,8575280.0,,644443.2,126221.0,3.4,8575280.0,67780.0
200,Switzerland,2020,100.56,138778.0,,8638167.0,,650742.6,109376.0,3.7,8638167.0,76195.0
201,Switzerland,2021,101.04,144907.0,7.9,8704546.0,,687568.4,116769.0,3.9,8704546.0,71192.0
202,Switzerland,2022,103.74,,8.0,8775760.0,,777804.6,,3.2,8775760.0,74425.0
203,Cyprus,1996,66.81,,,661323.0,,7890.1,,,661323.0,4958.0
204,Cyprus,1997,69.02,,,670764.0,,8414.3,,,670764.0,5173.0
205,Cyprus,1998,70.63,8801.0,,679039.0,,9152.6,,,679039.0,5432.0
206,Cyprus,1999,71.44,8524.0,,686680.0,,9839.7,,,686680.0,5070.0
207,Cyprus,2000,74.91,12764.0,,694023.0,,10804.6,,,694023.0,5355.0
208,Cyprus,2001,76.4,17485.0,,701544.0,,11602.9,,,701544.0,4827.0
209,Cyprus,2002,78.53,6940.0,,709630.0,,12082.9,,,709630.0,5168.0
210,Cyprus,2003,81.65,7981.0,,718307.0,,12871.3,,,718307.0,5200.0
211,Cyprus,2004,83.2,9003.0,,727980.0,,13938.0,,,727980.0,5225.0
212,Cyprus,2005,84.88,10320.0,,738540.0,97.06,15039.3,,,738540.0,5425.0
213,Cyprus,2006,86.79,13077.0,,750965.0,108.57,16263.8,,,750965.0,5127.0
214,Cyprus,2007,88.67,19328.0,,767125.0,121.32,17591.0,,,767125.0,5391.0
215,Cyprus,2008,92.55,21060.0,,786632.0,128.17,19009.6,,,786632.0,5194.0
216,Cyprus,2009,92.71,22581.0,,808035.0,119.76,18675.5,,,808035.0,5182.0
217,Cyprus,2010,95.09,20206.0,,829446.0,108.78,19461.1,4293.0,,829446.0,5103.0
218,Cyprus,2010,95.09,20206.0,,829446.0,114.06,19461.1,4293.0,,829446.0,5103.0
219,Cyprus,2010,95.09,20206.0,,829446.0,112.9,19461.1,4293.0,,829446.0,5103.0
220,Cyprus,2011,98.4,23037.0,,850881.0,110.53,19858.1,4895.0,5.3,850881.0,5504.0
221,Cyprus,2011,98.4,23037.0,,850881.0,111.04,19858.1,4895.0,5.3,850881.0,5504.0
222,Cyprus,2011,98.4,23037.0,,850881.0,111.09,19858.1,4895.0,5.3,850881.0,5504.0
223,Cyprus,2012,101.45,17476.0,,863945.0,105.57,19495.4,18105.0,8.0,863945.0,5665.0
224,Cyprus,2012,101.45,17476.0,,863945.0,108.37,19495.4,18105.0,8.0,863945.0,5665.0
225,Cyprus,2012,101.45,17476.0,,863945.0,107.7,19495.4,18105.0,8.0,863945.0,5665.0
226,Cyprus,2013,101.84,13149.0,6.2,861939.0,100.95,18040.3,25227.0,10.7,861939.0,5141.0
227,Cyprus,2013,101.84,13149.0,6.2,861939.0,104.04,18040.3,25227.0,10.7,861939.0,5141.0
228,Cyprus,2013,101.84,13149.0,6.2,861939.0,103.29,18040.3,25227.0,10.7,861939.0,5141.0
229,Cyprus,2014,101.57,9212.0,,852504.0,101.63,17482.8,24038.0,11.0,852504.0,5424.0
230,Cyprus,2014,101.57,9212.0,,852504.0,101.42,17482.8,24038.0,11.0,852504.0,5424.0
231,Cyprus,2014,101.57,9212.0,,852504.0,101.47,17482.8,24038.0,11.0,852504.0,5424.0
232,Cyprus,2015,100.0,15183.0,,847664.0,100.0,17944.2,17183.0,10.0,847664.0,5859.0
233,Cyprus,2015,100.0,15183.0,,847664.0,100.0,17944.2,17183.0,10.0,847664.0,5859.0
234,Cyprus,2015,100.0,15183.0,,847664.0,100.0,17944.2,17183.0,10.0,847664.0,5859.0
235,Cyprus,2016,98.78,17391.0,,851561.0,99.35,19013.8,14892.0,8.6,851561.0,5471.0
236,Cyprus,2016,98.78,17391.0,,851561.0,100.63,19013.8,14892.0,8.6,851561.0,5471.0
237,Cyprus,2016,98.78,17391.0,,851561.0,100.27,19013.8,14892.0,8.6,851561.0,5471.0
238,Cyprus,2017,99.45,21306.0,,859519.0,100.78,20312.4,15105.0,7.4,859519.0,5996.0
239,Cyprus,2017,99.45,21306.0,,859519.0,103.06,20312.4,15105.0,7.4,859519.0,5996.0
240,Cyprus,2017,99.45,21306.0,,859519.0,102.52,20312.4,15105.0,7.4,859519.0,5996.0
241,Cyprus,2018,100.23,23442.0,7.1,870068.0,101.08,21675.1,15340.0,5.7,870068.0,5768.0
242,Cyprus,2018,100.23,23442.0,7.1,870068.0,105.59,21675.1,15340.0,5.7,870068.0,5768.0
243,Cyprus,2018,100.23,23442.0,7.1,870068.0,104.32,21675.1,15340.0,5.7,870068.0,5768.0
244,Cyprus,2019,100.78,26170.0,,881952.0,102.12,23177.9,17373.0,4.9,881952.0,6239.0
245,Cyprus,2019,100.78,26170.0,,881952.0,110.5,23177.9,17373.0,4.9,881952.0,6239.0
246,Cyprus,2019,100.78,26170.0,,881952.0,108.2,23177.9,17373.0,4.9,881952.0,6239.0
247,Cyprus,2020,99.67,25861.0,,892006.0,102.23,22086.6,21368.0,5.2,892006.0,6422.0
248,Cyprus,2020,99.67,25861.0,,892006.0,110.07,22086.6,21368.0,5.2,892006.0,6422.0
249,Cyprus,2020,99.67,25861.0,,892006.0,107.98,22086.6,21368.0,5.2,892006.0,6422.0
250,Cyprus,2021,101.92,24001.0,6.8,900356.0,102.81,24927.6,18410.0,5.2,900356.0,7202.0
251,Cyprus,2021,101.92,24001.0,6.8,900356.0,105.28,24927.6,18410.0,5.2,900356.0,7202.0
252,Cyprus,2021,101.92,24001.0,6.8,900356.0,104.33,24927.6,18410.0,5.2,900356.0,7202.0
253,Cyprus,2022,110.17,,7.2,912703.0,104.73,27777.0,,4.8,912703.0,7255.0
254,Cyprus,2022,110.17,,7.2,912703.0,109.21,27777.0,,4.8,912703.0,7255.0
255,Cyprus,2022,110.17,,7.2,912703.0,107.71,27777.0,,4.8,912703.0,7255.0
256,Czechia,1996,58.8,,,10315241.0,,53088.1,,,10315241.0,112782.0
257,Czechia,1997,63.6,,,10304131.0,,54857.3,,,10304131.0,112744.0
258,Czechia,1998,69.7,,,10294373.0,,59824.8,,,10294373.0,109527.0
259,Czechia,1999,71.0,,,10283860.0,,61082.9,,,10283860.0,109768.0
260,Czechia,2000,73.8,,,10255063.0,,67032.5,,,10255063.0,109001.0
261,Czechia,2001,77.1,12918.0,,10216605.0,,75705.2,,,10216605.0,107755.0
262,Czechia,2002,78.2,44679.0,,10196916.0,,87358.2,,,10196916.0,108243.0
263,Czechia,2003,78.2,60015.0,,10193998.0,,88659.5,,,10193998.0,111288.0
264,Czechia,2004,80.2,53453.0,,10197101.0,,96554.1,,,10197101.0,107177.0
265,Czechia,2005,81.5,60294.0,,10211216.0,,110321.7,,,10211216.0,107938.0
266,Czechia,2006,83.2,68183.0,,10238905.0,,124581.2,,,10238905.0,104441.0
267,Czechia,2007,85.6,104445.0,,10298828.0,,139002.1,,,10298828.0,104636.0
268,Czechia,2008,91.0,108267.0,,10384603.0,101.3,162064.5,,,10384603.0,104948.0
269,Czechia,2008,91.0,108267.0,,10384603.0,97.0,162064.5,,,10384603.0,104948.0
270,Czechia,2008,91.0,108267.0,,10384603.0,100.8,162064.5,,,10384603.0,104948.0
271,Czechia,2009,91.5,75620.0,,10443936.0,96.4,149586.5,,,10443936.0,107421.0
272,Czechia,2009,91.5,75620.0,,10443936.0,100.2,149586.5,,,10443936.0,107421.0
273,Czechia,2009,91.5,75620.0,,10443936.0,96.9,149586.5,,,10443936.0,107421.0
