,geo,Year,CPI,Immigrants,Population,Housing Index,GDP,emigration,unemployment,total_deaths,Exports,Imports,Immigrants_pcap,GDP_pcap,Emigrants_pcap,Deaths_pcap,Exports_pcap,Imports_pcap
132,Romania,2022,113.498,183144.418182,19063530.6,132.313818,246406.272727,231488.509091,2.62,303661.981818,74727.663636,96528.609091,0.009586,12853.589983,0.012094,0.0159,0.003899,0.005035
133,Romania,2023,115.364182,186888.518182,18961425.7,135.836273,257506.995455,236525.563636,2.417273,309556.827273,77503.590909,100839.736364,0.009821,13467.457285,0.012402,0.016274,0.004056,0.005274
134,Romania,2024,117.230364,190632.618182,18859320.8,139.358727,268607.718182,241562.618182,2.214545,315451.672727,80279.518182,105150.863636,0.010055,14081.324587,0.012711,0.016648,0.004212,0.005513
135,Romania,2025,119.096545,194376.718182,18757215.9,142.881182,279708.440909,246599.672727,2.011818,321346.518182,83055.445455,109461.990909,0.01029,14695.191889,0.013019,0.017022,0.004369,0.005751
136,Romania,2026,120.962727,198120.818182,18655111.0,146.403636,290809.163636,251636.727273,1.809091,327241.363636,85831.372727,113773.118182,0.010524,15309.059192,0.013327,0.017396,0.004525,0.00599
137,Romania,2027,122.828909,201864.918182,18553006.1,149.926091,301909.886364,256673.781818,1.606364,333136.209091,88607.3,118084.245455,0.010759,15922.926494,0.013635,0.01777,0.004682,0.006228
138,Sweden,2022,110.161636,113787.381818,10556482.054545,138.548182,519550.88,46551.745455,5.607273,93509.036364,147795.594545,148729.714545,0.010833,49325.715559,0.004382,0.008839,0.013989,0.014103
139,Sweden,2023,111.413727,112969.718182,10660313.927273,144.462727,528958.055455,46066.036364,5.619091,93849.209091,149905.975455,151351.151818,0.010644,49784.140296,0.004281,0.008777,0.014054,0.014224
140,Sweden,2024,112.665818,112152.054545,10764145.8,150.377273,538365.230909,45580.327273,5.630909,94189.381818,152016.356364,153972.589091,0.010455,50242.565033,0.004179,0.008714,0.01412,0.014345
141,Sweden,2025,113.917909,111334.390909,10867977.672727,156.291818,547772.406364,45094.618182,5.642727,94529.554545,154126.737273,156594.026364,0.010265,50700.98977,0.004078,0.008652,0.014185,0.014467
142,Sweden,2026,115.17,110516.727273,10971809.545455,162.206364,557179.581818,44608.909091,5.654545,94869.727273,156237.118182,159215.463636,0.010076,51159.414506,0.003976,0.008589,0.01425,0.014588
143,Sweden,2027,116.422091,109699.063636,11075641.418182,168.120909,566586.757273,44123.2,5.666364,95209.9,158347.499091,161836.900909,0.009887,51617.839243,0.003875,0.008527,0.014316,0.014709
144,Slovenia,2022,107.096727,32489.563636,2103744.872727,137.878727,51751.487273,18985.345455,2.578182,23113.327273,46113.356364,44340.009091,0.015484,24628.628984,0.009032,0.010991,0.021958,0.021106
145,Slovenia,2023,108.022091,34462.354545,2108919.427273,141.295636,53354.160909,19578.6,2.242727,23563.154545,48336.162727,46451.859091,0.016408,25348.386629,0.009299,0.011183,0.022987,0.022082
146,Slovenia,2024,108.947455,36435.145455,2114093.981818,144.712545,54956.834545,20171.854545,1.907273,24012.981818,50558.969091,48563.709091,0.017332,26068.144274,0.009565,0.011374,0.024015,0.023058
147,Slovenia,2025,109.872818,38407.936364,2119268.536364,148.129455,56559.508182,20765.109091,1.571818,24462.809091,52781.775455,50675.559091,0.018257,26787.901919,0.009831,0.011565,0.025044,0.024033
148,Slovenia,2026,110.798182,40380.727273,2124443.090909,151.546364,58162.181818,21358.363636,1.236364,24912.636364,55004.581818,52787.409091,0.019181,27507.659564,0.010097,0.011757,0.026073,0.025009
149,Slovenia,2027,111.723545,42353.518182,2129617.645455,154.963273,59764.855455,21951.618182,0.900909,25362.463636,57227.388182,54899.259091,0.020105,28227.417209,0.010364,0.011948,0.027101,0.025985
150,Slovakia,2022,110.120364,7374.436364,5465888.581818,151.021818,100736.538182,3635.054545,2.912727,63112.0,86739.934545,86240.574545,0.001351,18444.444075,0.000666,0.011552,0.015884,0.015793
151,Slovakia,2023,111.421636,7551.963636,5471736.254545,157.262273,103581.299091,3726.927273,2.311818,64419.409091,89329.455455,88992.699091,0.001382,18951.711346,0.000682,0.011782,0.016347,0.016286
152,Slovakia,2024,112.722909,7729.490909,5477583.927273,163.502727,106426.06,3818.8,1.710909,65726.818182,91918.976364,91744.823636,0.001414,19458.978617,0.000699,0.012012,0.01681,0.016779
153,Slovakia,2025,114.024182,7907.018182,5483431.6,169.743182,109270.820909,3910.672727,1.11,67034.227273,94508.497273,94496.948182,0.001445,19966.245888,0.000715,0.012241,0.017273,0.017272
154,Slovakia,2026,115.325455,8084.545455,5489279.272727,175.983636,112115.581818,4002.545455,0.509091,68341.636364,97098.018182,97249.072727,0.001477,20473.51316,0.000732,0.012471,0.017736,0.017765
155,Slovakia,2027,116.626727,8262.072727,5495126.945455,182.224091,114960.342727,4094.418182,-0.091818,69649.045455,99687.539091,100001.197273,0.001508,20980.780431,0.000748,0.0127,0.018199,0.018258
