,geo,TIME_PERIOD,CPI,Immigrants,Life Satisfaction,OBS_VALUE,Housing Index
0,Albania,2016,101.51,,,2876092.0,
1,Albania,2017,104.76,,,2873458.0,
2,Albania,2018,106.59,,5.5,2866376.0,
3,Albania,2019,108.39,,,2854191.0,
4,Albania,2020,110.74,,,2837848.0,
5,Albania,2021,113.26,,5.7,2811667.0,
6,Albania,2022,120.69,,,2777689.0,
7,Austria,1996,71.77,,,7959017.0,
8,Austria,1997,72.61,,,7968041.0,
9,Austria,1998,73.2,72723.0,,7976789.0,
10,Austria,1999,73.58,86710.0,,7992324.0,
11,Austria,2000,75.02,81675.0,,8011566.0,
12,Austria,2001,76.74,89928.0,,8042293.0,
13,Austria,2002,78.04,108125.0,,8081957.0,
14,Austria,2003,79.05,111869.0,,8121423.0,
15,Austria,2004,80.6,122547.0,,8171966.0,
16,Austria,2005,82.3,114465.0,,8227829.0,
17,Austria,2006,83.69,98535.0,,8268641.0,
18,Austria,2007,85.53,72862.0,,8295487.0,
19,Austria,2008,88.29,73772.0,,8321496.0,
20,Austria,2009,88.64,69295.0,,8343323.0,
21,Austria,2010,90.14,70978.0,,8363404.0,76.8
22,Austria,2011,93.35,82230.0,,8391643.0,81.6
23,Austria,2012,95.75,91557.0,,8429991.0,87.57
24,Austria,2013,97.77,101866.0,7.8,8479823.0,92.1
25,Austria,2014,99.2,116262.0,,8546356.0,95.33
26,Austria,2015,100.0,166323.0,,8642699.0,100.0
27,Austria,2016,100.97,129509.0,,8736668.0,108.53
28,Austria,2017,103.22,111801.0,,8797566.0,114.26
29,Austria,2018,105.41,105633.0,8.0,8840521.0,119.64
30,Austria,2019,106.98,109167.0,,8879920.0,126.6
31,Austria,2020,108.47,103565.0,,8916864.0,136.31
32,Austria,2021,111.46,118511.0,8.0,8955797.0,153.26
33,Austria,2022,121.07,,7.9,9041851.0,170.77
34,Belgium,1996,70.48,,,10156637.0,
35,Belgium,1997,71.54,,,10181245.0,
36,Belgium,1998,72.18,83812.0,,10203008.0,
37,Belgium,1999,73.0,91624.0,,10226419.0,
38,Belgium,2000,74.96,89388.0,,10251250.0,
39,Belgium,2001,76.78,110410.0,,10286570.0,
40,Belgium,2002,77.97,113857.0,,10332785.0,
41,Belgium,2003,79.16,112060.0,,10376133.0,
42,Belgium,2004,80.63,117236.0,,10421137.0,
43,Belgium,2005,82.67,132810.0,,10478617.0,72.49
44,Belgium,2006,84.6,137699.0,,10547958.0,79.56
45,Belgium,2007,86.13,146409.0,,10625700.0,85.76
46,Belgium,2008,90.0,,,10709973.0,89.54
47,Belgium,2009,89.99,,,10796493.0,89.12
48,Belgium,2010,92.09,135281.0,,10895586.0,91.92
49,Belgium,2011,95.18,147377.0,,11038264.0,95.61
50,Belgium,2012,97.68,129477.0,,11106932.0,97.75
51,Belgium,2013,98.9,120078.0,7.6,11159407.0,98.9
52,Belgium,2014,99.38,123158.0,,11209057.0,98.35
53,Belgium,2015,100.0,146626.0,,11274196.0,100.0
54,Belgium,2016,101.77,123702.0,,11331422.0,102.64
55,Belgium,2017,104.03,126703.0,,11375158.0,106.37
56,Belgium,2018,106.44,137860.0,7.6,11427054.0,109.42
57,Belgium,2019,107.77,150006.0,,11488980.0,113.78
58,Belgium,2020,108.23,118683.0,,11538604.0,118.6
59,Belgium,2021,111.71,139743.0,7.5,11586195.0,127.06
60,Belgium,2022,123.26,,7.6,11685814.0,134.19
61,Bulgaria,1997,40.27,,,8312068.0,
62,Bulgaria,1998,47.79,,,8256786.0,
63,Bulgaria,1999,49.02,,,8210624.0,
64,Bulgaria,2000,54.08,,,8170172.0,
65,Bulgaria,2001,58.06,,,8009142.0,
66,Bulgaria,2002,61.44,,,7837161.0,
67,Bulgaria,2003,62.88,,,7775327.0,
68,Bulgaria,2004,66.75,,,7716860.0,
69,Bulgaria,2005,70.78,,,7658972.0,80.09
70,Bulgaria,2006,76.02,,,7601022.0,91.86
71,Bulgaria,2007,81.78,1561.0,,7545338.0,118.42
72,Bulgaria,2008,91.55,,,7492561.0,147.97
73,Bulgaria,2009,93.81,,,7444443.0,117.79
74,Bulgaria,2010,96.66,,,7395599.0,105.81
75,Bulgaria,2011,99.94,,,7348328.0,99.98
76,Bulgaria,2012,102.33,14103.0,,7305888.0,98.07
77,Bulgaria,2013,102.72,18570.0,4.8,7265115.0,95.92
78,Bulgaria,2014,101.08,26615.0,,7223938.0,97.29
79,Bulgaria,2015,100.0,25223.0,,7177991.0,100.0
80,Bulgaria,2016,98.68,21241.0,,7127822.0,107.02
81,Bulgaria,2017,99.85,25597.0,,7075947.0,116.3
82,Bulgaria,2018,102.48,29559.0,5.4,7025037.0,123.96
83,Bulgaria,2019,104.99,37929.0,,6975761.0,131.42
84,Bulgaria,2020,106.27,37364.0,,6934015.0,137.41
85,Bulgaria,2021,109.3,39461.0,5.7,6877743.0,149.33
86,Bulgaria,2022,123.52,,5.6,6465097.0,169.92
87,Switzerland,2005,97.43,118270.0,,7437115.0,
88,Switzerland,2006,98.4,127586.0,,7483934.0,
89,Switzerland,2007,99.17,165634.0,,7551117.0,
90,Switzerland,2008,101.51,,,7647675.0,
91,Switzerland,2009,100.77,,,7743831.0,
92,Switzerland,2010,101.39,,,7824909.0,
93,Switzerland,2011,101.49,148799.0,,7912398.0,
94,Switzerland,2012,100.76,149051.0,,7996861.0,
95,Switzerland,2013,100.83,160157.0,8.0,8089346.0,
96,Switzerland,2014,100.84,156282.0,,8188649.0,
97,Switzerland,2015,100.0,153627.0,,8282396.0,
98,Switzerland,2016,99.47,149305.0,,8373338.0,
99,Switzerland,2017,100.11,143377.0,,8451840.0,
100,Switzerland,2018,101.03,144857.0,8.0,8514329.0,
101,Switzerland,2019,101.41,145129.0,,8575280.0,
102,Switzerland,2020,100.56,138778.0,,8638167.0,
103,Switzerland,2021,101.04,144907.0,7.9,8704546.0,
104,Switzerland,2022,103.74,,8.0,8775760.0,
105,Cyprus,1996,66.81,,,661323.0,
106,Cyprus,1997,69.02,,,670764.0,
107,Cyprus,1998,70.63,8801.0,,679039.0,
108,Cyprus,1999,71.44,8524.0,,686680.0,
109,Cyprus,2000,74.91,12764.0,,694023.0,
110,Cyprus,2001,76.4,17485.0,,701544.0,
111,Cyprus,2002,78.53,6940.0,,709630.0,
112,Cyprus,2003,81.65,7981.0,,718307.0,
113,Cyprus,2004,83.2,9003.0,,727980.0,
114,Cyprus,2005,84.88,10320.0,,738540.0,97.06
115,Cyprus,2006,86.79,13077.0,,750965.0,108.57
116,Cyprus,2007,88.67,19328.0,,767125.0,121.32
117,Cyprus,2008,92.55,21060.0,,786632.0,128.17
118,Cyprus,2009,92.71,22581.0,,808035.0,119.76
119,Cyprus,2010,95.09,20206.0,,829446.0,112.9
120,Cyprus,2011,98.4,23037.0,,850881.0,111.09
121,Cyprus,2012,101.45,17476.0,,863945.0,107.7
122,Cyprus,2013,101.84,13149.0,6.2,861939.0,103.29
123,Cyprus,2014,101.57,9212.0,,852504.0,101.47
124,Cyprus,2015,100.0,15183.0,,847664.0,100.0
125,Cyprus,2016,98.78,17391.0,,851561.0,100.27
126,Cyprus,2017,99.45,21306.0,,859519.0,102.52
127,Cyprus,2018,100.23,23442.0,7.1,870068.0,104.32
128,Cyprus,2019,100.78,26170.0,,881952.0,108.2
129,Cyprus,2020,99.67,25861.0,,892006.0,107.98
130,Cyprus,2021,101.92,24001.0,6.8,900356.0,104.33
131,Cyprus,2022,110.17,,7.2,912703.0,107.71
132,Czechia,1996,58.8,,,10315241.0,
133,Czechia,1997,63.6,,,10304131.0,
134,Czechia,1998,69.7,,,10294373.0,
135,Czechia,1999,71.0,,,10283860.0,
136,Czechia,2000,73.8,,,10255063.0,
137,Czechia,2001,77.1,12918.0,,10216605.0,
138,Czechia,2002,78.2,44679.0,,10196916.0,
139,Czechia,2003,78.2,60015.0,,10193998.0,
140,Czechia,2004,80.2,53453.0,,10197101.0,
141,Czechia,2005,81.5,60294.0,,10211216.0,
142,Czechia,2006,83.2,68183.0,,10238905.0,
143,Czechia,2007,85.6,104445.0,,10298828.0,
144,Czechia,2008,91.0,108267.0,,10384603.0,100.8
145,Czechia,2009,91.5,75620.0,,10443936.0,96.9
146,Czechia,2010,92.6,48317.0,,10474410.0,95.2
147,Czechia,2011,94.6,27114.0,,10496088.0,95.3
148,Czechia,2012,98.0,34337.0,,10510785.0,93.9
149,Czechia,2013,99.3,30124.0,6.9,10514272.0,93.9
150,Czechia,2014,99.8,29897.0,,10525347.0,96.2
151,Czechia,2015,100.0,29602.0,,10546059.0,100.0
152,Czechia,2016,100.7,64083.0,,10566332.0,107.2
153,Czechia,2017,103.1,51847.0,,10594438.0,119.7
154,Czechia,2018,105.1,65910.0,7.4,10629928.0,130.0
155,Czechia,2019,107.8,105888.0,,10671870.0,141.9
156,Czechia,2020,111.4,63095.0,,10697858.0,153.9
157,Czechia,2021,115.1,69360.0,7.3,10505772.0,184.2
158,Czechia,2022,132.1,,7.4,10672118.0,215.3
159,Germany,1996,75.7,,,81914831.0,
160,Germany,1997,76.9,,,82034771.0,
161,Germany,1998,77.3,802456.0,,82047195.0,
162,Germany,1999,77.8,874023.0,,82100243.0,
163,Germany,2000,78.9,841158.0,,82211508.0,
164,Germany,2001,80.4,879217.0,,82349925.0,
165,Germany,2002,81.5,842543.0,,82488495.0,
166,Germany,2003,82.4,768975.0,,82534176.0,
167,Germany,2004,83.8,780175.0,,82516260.0,
168,Germany,2005,85.5,707352.0,,82469422.0,83.3
169,Germany,2006,87.0,661855.0,,82376451.0,83.0
170,Germany,2007,89.0,680766.0,,82266372.0,81.2
171,Germany,2008,91.4,682146.0,,82110097.0,82.3
172,Germany,2009,91.6,346216.0,,81902307.0,83.0
173,Germany,2010,92.7,404055.0,,81776930.0,83.9
174,Germany,2011,95.0,489422.0,,80274983.0,86.8
175,Germany,2012,97.0,592175.0,,80425823.0,89.8
176,Germany,2013,98.6,692713.0,7.3,80645605.0,92.6
177,Germany,2014,99.3,884893.0,,80982500.0,95.5
178,Germany,2015,100.0,1571047.0,,81686611.0,100.0
179,Germany,2016,100.4,1029852.0,,82348669.0,107.5
180,Germany,2017,102.1,917109.0,,82657002.0,114.1
181,Germany,2018,104.0,893886.0,7.4,82905782.0,121.7
182,Germany,2019,105.5,886341.0,,83092962.0,128.7
183,Germany,2020,105.8,728606.0,,83160871.0,138.7
184,Germany,2021,109.2,874367.0,7.1,83196078.0,154.7
185,Germany,2022,118.7,,6.5,83797985.0,162.9
186,Denmark,1996,71.6,,,5263074.0,
187,Denmark,1997,73.0,,,5284991.0,
188,Denmark,1998,73.9,51372.0,,5304219.0,
189,Denmark,1999,75.4,50236.0,,5321799.0,
190,Denmark,2000,77.5,52915.0,,5339616.0,
191,Denmark,2001,79.3,55984.0,,5358783.0,
192,Denmark,2002,81.2,52778.0,,5375931.0,
193,Denmark,2003,82.7,49754.0,,5390574.0,
194,Denmark,2004,83.5,49860.0,,5404523.0,
195,Denmark,2005,85.0,52458.0,,5419432.0,82.93
196,Denmark,2006,86.5,56750.0,,5437272.0,102.89
197,Denmark,2007,88.0,64656.0,,5461438.0,105.65
198,Denmark,2008,91.2,57357.0,,5493621.0,100.19
199,Denmark,2009,92.1,51800.0,,5523095.0,88.19
200,Denmark,2010,94.1,52236.0,,5547683.0,90.66
201,Denmark,2011,96.6,52833.0,,5570572.0,89.12
202,Denmark,2012,98.9,54409.0,,5591572.0,86.71
203,Denmark,2013,99.4,60312.0,8.0,5614932.0,90.09
204,Denmark,2014,99.8,68388.0,,5643475.0,93.49
205,Denmark,2015,100.0,78492.0,,5683483.0,100.0
206,Denmark,2016,100.0,74383.0,,5728010.0,105.22
207,Denmark,2017,101.1,68579.0,,5764980.0,110.0
208,Denmark,2018,101.8,64669.0,7.8,5793636.0,114.81
209,Denmark,2019,102.5,61384.0,,5814422.0,117.51
210,Denmark,2020,102.9,57230.0,,5831404.0,123.48
211,Denmark,2021,104.9,63489.0,7.3,5856733.0,137.98
212,Denmark,2022,113.8,,7.5,5903037.0,137.33
213,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1996,71.74,,,,
214,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1997,72.87,,,,
215,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1998,73.67,,,,
216,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1999,74.48,,,,
217,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2000,76.05,,,,
218,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2001,77.83,,,,
219,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2002,79.58,,,,
220,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2003,81.24,,,,
221,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2004,82.98,,,,
222,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2005,84.79,,,,92.15
223,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2006,86.64,,,,98.23
224,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2007,88.49,,,,102.23
225,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2008,91.38,,,,103.45
226,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2009,91.65,,,,100.57
227,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2010,93.14,,,,101.52
228,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2011,95.66,,,,102.6
229,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2012,98.05,,,,100.37
230,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2013,99.38,,,,98.28
231,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2014,99.81,,,,98.45
232,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,100.0,,,,100.0
233,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,100.23,,,,104.03
234,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,101.78,,,,108.54
235,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,103.56,,7.3,,113.68
236,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,104.8,,,,118.62
237,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,105.06,,,,124.77
238,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,107.78,,,,134.63
239,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022,116.82,,,,144.09
240,Euro area - 19 countries  (2015-2022),1996,71.23,,,316063802.0,
241,Euro area - 19 countries  (2015-2022),1997,72.44,,,316783974.0,
242,Euro area - 19 countries  (2015-2022),1998,73.33,,,319064738.0,
243,Euro area - 19 countries  (2015-2022),1999,74.19,,,319874591.0,
244,Euro area - 19 countries  (2015-2022),2000,75.81,,,320911189.0,
245,Euro area - 19 countries  (2015-2022),2001,77.64,,,322133384.0,
246,Euro area - 19 countries  (2015-2022),2002,79.4,,,323696792.0,
247,Euro area - 19 countries  (2015-2022),2003,81.08,,,325443983.0,
248,Euro area - 19 countries  (2015-2022),2004,82.85,,,327227733.0,
249,Euro area - 19 countries  (2015-2022),2005,84.67,,,328913193.0,91.39
250,Euro area - 19 countries  (2015-2022),2006,86.53,,,330444759.0,97.82
251,Euro area - 19 countries  (2015-2022),2007,88.41,,,332158476.0,102.34
252,Euro area - 19 countries  (2015-2022),2008,91.37,,,333783515.0,103.76
253,Euro area - 19 countries  (2015-2022),2009,91.65,,,334868340.0,100.43
254,Euro area - 19 countries  (2015-2022),2010,93.13,,,335659589.0,101.32
255,Euro area - 19 countries  (2015-2022),2011,95.67,,,334930757.0,102.46
256,Euro area - 19 countries  (2015-2022),2012,98.06,,,335666945.0,100.26
257,Euro area - 19 countries  (2015-2022),2013,99.38,,,336792803.0,98.22
258,Euro area - 19 countries  (2015-2022),2014,99.81,,,338162437.0,98.45
259,Euro area - 19 countries  (2015-2022),2015,100.0,,,339175054.0,100.0
260,Euro area - 19 countries  (2015-2022),2016,100.23,,,340163120.0,104.03
261,Euro area - 19 countries  (2015-2022),2017,101.78,,,340897073.0,108.54
262,Euro area - 19 countries  (2015-2022),2018,103.56,,7.3,341716390.0,113.68
263,Euro area - 19 countries  (2015-2022),2019,104.8,,,342105847.0,118.62
264,Euro area - 19 countries  (2015-2022),2020,105.06,,,342567913.0,124.77
265,Euro area - 19 countries  (2015-2022),2021,107.78,,7.2,342720143.0,134.63
266,Euro area - 19 countries  (2015-2022),2022,116.82,,,344137520.0,144.09
267,Euro area – 20 countries (from 2023),2000,75.77,,,,
268,Euro area – 20 countries (from 2023),2001,77.61,,,,
269,Euro area – 20 countries (from 2023),2002,79.37,,,,
270,Euro area – 20 countries (from 2023),2003,81.05,,,,
271,Euro area – 20 countries (from 2023),2004,82.82,,,,
272,Euro area – 20 countries (from 2023),2005,84.64,,,,91.38
273,Euro area – 20 countries (from 2023),2006,86.51,,,,97.88
274,Euro area – 20 countries (from 2023),2007,88.39,,,,102.46
275,Euro area – 20 countries (from 2023),2008,91.35,,,,103.89
276,Euro area – 20 countries (from 2023),2009,91.66,,,,100.54
277,Euro area – 20 countries (from 2023),2010,93.13,,,339955941.0,101.38
278,Euro area – 20 countries (from 2023),2011,95.66,,,339213677.0,102.52
279,Euro area – 20 countries (from 2023),2012,98.06,,,339936007.0,100.32
280,Euro area – 20 countries (from 2023),2013,99.39,,,341047277.0,98.27
281,Euro area – 20 countries (from 2023),2014,99.81,,,342398500.0,98.48
282,Euro area – 20 countries (from 2023),2015,100.0,,,343383047.0,100.0
283,Euro area – 20 countries (from 2023),2016,100.23,,,344335561.0,104.01
284,Euro area – 20 countries (from 2023),2017,101.77,,,345026926.0,108.51
285,Euro area – 20 countries (from 2023),2018,103.55,,7.3,345807259.0,113.67
286,Euro area – 20 countries (from 2023),2019,104.79,,,346173052.0,118.64
287,Euro area – 20 countries (from 2023),2020,105.05,,,346615173.0,124.81
288,Euro area – 20 countries (from 2023),2021,107.77,,7.1,346701478.0,134.67
289,Euro area – 20 countries (from 2023),2022,116.83,,7.0,347993721.0,144.22
290,Estonia,1996,45.7,,,1415594.0,
291,Estonia,1997,49.95,,,1399535.0,
292,Estonia,1998,54.34,,,1386156.0,
293,Estonia,1999,56.02,,,1390244.0,
294,Estonia,2000,58.22,35.0,,1396985.0,
295,Estonia,2001,61.5,241.0,,1388115.0,
296,Estonia,2002,63.71,575.0,,1379350.0,
297,Estonia,2003,64.59,967.0,,1370720.0,
298,Estonia,2004,66.55,1097.0,,1362550.0,
299,Estonia,2005,69.29,1436.0,,1354775.0,59.01
300,Estonia,2006,72.37,2234.0,,1346810.0,88.22
301,Estonia,2007,77.25,3741.0,,1340680.0,106.54
302,Estonia,2008,85.45,3671.0,,1337090.0,96.29
303,Estonia,2009,85.62,3884.0,,1334515.0,60.47
304,Estonia,2010,87.96,2810.0,,1331475.0,63.9
305,Estonia,2011,92.43,3709.0,,1327439.0,69.32
306,Estonia,2012,96.33,2639.0,,1322696.0,74.37
307,Estonia,2013,99.46,4109.0,6.5,1317997.0,82.29
308,Estonia,2014,99.93,3904.0,,1314545.0,93.58
309,Estonia,2015,100.0,15413.0,,1315407.0,100.0
310,Estonia,2016,100.8,14822.0,,1315790.0,104.75
311,Estonia,2017,104.48,17616.0,,1317384.0,110.51
312,Estonia,2018,108.05,17547.0,7.0,1321977.0,117.07
313,Estonia,2019,110.5,18259.0,,1326898.0,125.27
314,Estonia,2020,109.8,16209.0,,1329522.0,132.79
315,Estonia,2021,114.72,19524.0,7.2,1330932.0,152.78
316,Estonia,2022,137.03,,7.2,1348840.0,186.76
317,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1996,70.24,,,,
318,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1997,71.45,,,,
319,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1998,72.38,,,,
320,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1999,73.24,,,,
321,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2000,74.64,,,,
322,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2001,76.29,,,,
323,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2002,77.87,,,,
324,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2003,79.4,,,,
325,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2004,80.98,,,,
326,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2005,82.73,,,,
327,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2006,84.56,,,,
328,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2007,86.52,,,,
329,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2008,89.69,,,,
330,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2009,90.6,,,,
331,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2010,92.49,,,,
332,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2011,95.34,,,,
333,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2012,97.84,,,,
334,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2013,99.31,,,,
335,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2014,99.88,,,,
336,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2015,100.0,,,,
337,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2016,100.29,,,,
338,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2017,102.01,,,,
339,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2018,103.95,,,,
340,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2019,105.49,,,,
341,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2020,106.28,,,,
342,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2021,109.37,,,,
343,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2022,119.39,,,,
344,Greece,1996,61.31,,,10608800.0,
345,Greece,1997,64.64,,,10661259.0,
346,Greece,1998,67.56,116411.0,,10720509.0,
347,Greece,1999,69.01,84695.0,,10761698.0,
348,Greece,2000,71.01,109251.0,,10805808.0,
349,Greece,2001,73.59,98471.0,,10862132.0,
350,Greece,2002,76.48,67220.0,,10902022.0,
351,Greece,2003,79.12,63141.0,,10928070.0,
352,Greece,2004,81.51,66871.0,,10955141.0,
353,Greece,2005,84.35,70933.0,,10987314.0,
354,Greece,2006,87.14,63094.0,,11020362.0,
355,Greece,2007,89.75,63298.0,,11048473.0,
356,Greece,2008,93.55,66529.0,,11077841.0,
357,Greece,2009,94.81,58613.0,,11107017.0,
358,Greece,2010,99.27,60462.0,,11121341.0,
359,Greece,2011,102.36,60089.0,,11104899.0,
360,Greece,2012,103.42,58200.0,,11045011.0,
361,Greece,2013,102.54,57946.0,6.2,10965211.0,
362,Greece,2014,101.11,59013.0,,10892413.0,
363,Greece,2015,100.0,64446.0,,10820883.0,
364,Greece,2016,100.02,116867.0,,10775971.0,
365,Greece,2017,101.15,112247.0,,10754679.0,
366,Greece,2018,101.94,119489.0,6.4,10732882.0,
367,Greece,2019,102.46,129459.0,,10721582.0,
368,Greece,2020,101.17,84221.0,,10698599.0,
369,Greece,2021,101.75,57120.0,6.8,10569207.0,
370,Greece,2022,111.21,,6.7,10426919.0,
371,Spain,1996,64.93,,,39889852.0,
372,Spain,1997,66.15,,,40057389.0,
373,Spain,1998,67.31,81227.0,,40223509.0,
374,Spain,1999,68.82,127365.0,,40386875.0,
375,Spain,2000,71.22,362468.0,,40567864.0,
376,Spain,2001,73.23,414772.0,,40850412.0,
377,Spain,2002,75.86,483260.0,,41431558.0,
378,Spain,2003,78.21,470010.0,,42187645.0,
379,Spain,2004,80.6,684561.0,,42921895.0,
380,Spain,2005,83.33,719284.0,,43653155.0,
381,Spain,2006,86.29,840844.0,,44397319.0,135.5
382,Spain,2007,88.75,958266.0,,45226803.0,148.79
383,Spain,2008,92.41,599075.0,,45954106.0,146.66
384,Spain,2009,92.19,392962.0,,46362946.0,136.97
385,Spain,2010,94.08,360705.0,,46576897.0,134.55
386,Spain,2011,96.94,371331.0,,46742697.0,124.27
387,Spain,2012,99.31,304053.0,,46773055.0,105.9
388,Spain,2013,100.83,280772.0,6.9,46620045.0,96.24
389,Spain,2014,100.63,305454.0,,46480882.0,96.54
390,Spain,2015,100.0,342114.0,,46444832.0,100.0
391,Spain,2016,99.66,414746.0,,46484062.0,104.62
392,Spain,2017,101.69,532132.0,,46593236.0,111.1
393,Spain,2018,103.46,643684.0,7.3,46797754.0,118.58
